2Theta,Intensity
20.02535563,1375.02148199205
20.04235563,1486.85547245651
20.05935563,1402.10997229545
20.07635563,1453.33293937271
20.09335563,1375.70417821022
20.11035563,1361.06700831136
20.12735563,1353.12094336705
20.14435563,1354.96754693608
20.16135563,1370.1744182716
20.17835563,1405.48679595451
20.19535563,1350.06398582503
20.21235563,1413.10997229546
20.22935563,1420.28320868522
20.24635563,1409.32150814971
20.26335563,1421.59420591477
20.28035563,1395.45434289089
20.29735563,1355.30048630908
20.31435563,1327.2061496045
20.33135563,1280.80830410425
20.34835563,1301.73853488644
20.36535563,1349.78774241472
20.38235563,1305.42096952501
20.39935563,1333.25357953642
20.41635563,1375.70792242729
20.43335563,1374.17790090877
20.45035563,1341.62501694543
20.46735563,1325.39948753296
20.48435563,1338.61056323639
20.50135563,1340.47792706702
20.51835563,1314.45013852269
20.53535563,1313.39015849407
20.55235563,1338.2692151273
20.56935563,1326.76369808745
20.58635563,1254.19327492034
20.60335563,1274.2622498524
20.62035563,1311.13401662244
20.63735563,1260.7760496124
20.65435563,1236.2827485341
20.67135563,1275.73433051826
20.68835563,1316.1153585455
20.70535563,1290.58087107947
20.72235563,1247.69925211104
20.73935563,1248.88700521821
20.75635563,1248.43870729999
20.77335563,1281.98718832394
20.79035563,1297.5633948841
20.80735563,1295.75180671335
20.82435563,1290.85337027272
20.84135563,1265.44849648972
20.85835563,1224.71698988628
20.87535563,1262.17678203532
20.89235563,1290.46091102278
20.90935563,1249.04572489055
20.92635563,1247.79897506591
20.94335563,1222.34272856245
20.96035563,1249.05886115461
20.97735563,1219.47043863289
20.99435563,1236.91801482011
21.01135563,1198.56201443074
21.02835563,1226.8167128409
21.04535563,1223.99559706031
21.06235563,1254.22875047031
21.07935563,1190.93811635906
21.09635563,1184.23071709075
21.11335563,1214.21685909648
21.13035563,1176.64840255006
21.14735563,1205.77683435124
21.16435563,1237.45316100903
21.18135563,1198.70595580635
21.19835563,1135.21508150011
21.21535563,1168.8664435284
21.23235563,1180.12731292744
21.24935563,1219.16200373856
21.26635563,1201.7352508205
21.28335563,1200.39219767008
21.30035563,1200.87543843211
21.31735563,1236.98890291219
21.33435563,1156.6992521113
21.35135563,1158.32715597967
21.36835563,1167.03613427235
21.38535563,1169.16002757067
21.40235563,1201.41321951126
21.41935563,1205.74043849904
21.43635563,1225.81434907719
21.45335563,1199.75364731811
21.47035563,1154.44633129727
21.48735563,1159.24595553887
21.50435563,1191.75482919996
21.52135563,1143.52102661451
21.53835563,1109.77493073865
21.55535563,1118.29490148754
21.57235563,1134.79082790892
21.58935563,1156.35001842507
21.60635563,1171.86506307504
