2Theta,Intensity
20.00835563,4619.0
20.025066898980274,4770.0
20.041778167960548,4669.0
20.058489436940825,4688.0
20.075200705921098,4464.0
20.09191197490137,4512.0
20.108623243881645,4597.0
20.12533451286192,4698.0
20.142045781842192,4579.0
20.15875705082247,4594.0
20.175468319802743,4522.0
20.192179588783016,4546.0
20.20889085776329,4588.0
20.225602126743564,4593.0
20.242313395723837,4394.0
20.259024664704114,4464.0
20.275735933684388,4489.0
20.29244720266466,4464.0
20.309158471644935,4505.0
20.32586974062521,4528.0
20.342581009605485,4526.0
20.35929227858576,4488.0
20.376003547566032,4470.0
20.392714816546306,4474.0
20.40942608552658,4483.0
20.426137354506853,4464.0
20.44284862348713,4460.0
20.459559892467404,4480.0
20.476271161447677,4663.0
20.49298243042795,4368.0
20.509693699408224,4504.0
20.526404968388498,4395.0
20.543116237368775,4452.0
20.55982750634905,4480.0
20.576538775329322,4454.0
20.593250044309595,4318.0
20.60996131328987,4406.0
20.626672582270146,4495.0
20.64338385125042,4405.0
20.660095120230693,4410.0
20.676806389210967,4399.0
20.69351765819124,4384.0
20.710228927171514,4269.0
20.72694019615179,4460.0
20.743651465132064,4358.0
20.760362734112338,4392.0
20.77707400309261,4324.0
20.793785272072885,4345.0
20.810496541053162,4297.0
20.827207810033435,4439.0
20.84391907901371,4299.0
20.860630347993983,4296.0
20.877341616974256,4239.0
20.89405288595453,4339.0
20.910764154934807,4344.0
20.92747542391508,4394.0
20.944186692895354,4183.0
20.960897961875627,4291.0
20.9776092308559,4312.0
20.994320499836174,4390.0
21.01103176881645,4310.0
21.027743037796725,4305.0
21.044454306777,4218.0
21.061165575757272,4343.0
21.077876844737546,4232.0
21.09458811371782,4161.0
21.111299382698096,4174.0
21.12801065167837,4297.0
21.144721920658643,4193.0
21.161433189638917,4199.0
21.17814445861919,4167.0
21.194855727599467,4195.0
21.21156699657974,4149.0
21.228278265560014,4136.0
21.244989534540288,4240.0
21.26170080352056,4216.0
21.278412072500835,4101.0
21.295123341481112,4190.0
21.311834610461386,4217.0
21.32854587944166,4172.0
21.345257148421933,4165.0
21.361968417402206,4232.0
21.378679686382483,4029.0
21.395390955362757,4097.0
21.41210222434303,4020.0
21.428813493323304,4183.0
21.445524762303577,4166.0
21.46223603128385,4183.0
21.478947300264128,4077.0
21.4956585692444,4128.0
21.512369838224675,4056.0
21.52908110720495,4011.0
21.545792376185222,4032.0
21.562503645165496,4016.0
21.579214914145773,4064.0
21.595926183126046,4002.0
21.61263745210632,4056.0
21.629348721086593,3995.0
21.646059990066867,4134.0
21.66277125904714,4070.0
21.679482528027417,4063.0
21.69619379700769,4039.0
21.712905065987965,4141.0
21.729616334968238,4009.0
21.74632760394851,3959.0
21.76303887292879,3954.0
21.779750141909062,3901.0
