2Theta,Intensity
20.00835563,8543
20.02535563,8536.28214881551
20.04235563,8529.56429763102
20.05935563,8522.84644644653
20.07635563,8516.12859526204
20.09335563,8509.41074407754
20.11035563,8502.69289289305
20.12735563,8495.97504170856
20.14435563,8489.25719052407
20.16135563,8482.53933933958
20.17835563,8475.82148815509
20.19535563,8469.1036369706
20.21235563,8462.38578578611
20.22935563,8455.66793460162
20.24635563,8448.95008341713
20.26335563,8442.23223223263
20.28035563,8435.51438104814
20.29735563,8428.79652986365
20.31435563,8422.07867867916
20.33135563,8415.36082749467
20.34835563,8408.64297631018
20.36535563,8401.92512512569
20.38235563,8395.2072739412
20.39935563,8388.48942275671
20.41635563,8381.77157157222
20.43335563,8375.05372038772
20.45035563,8368.33586920323
20.46735563,8361.61801801874
20.48435563,8354.90016683425
20.50135563,8348.18231564976
20.51835563,8341.46446446527
20.53535563,8334.74661328078
20.55235563,8328.02876209629
20.56935563,8321.3109109118
20.58635563,8314.5930597273
20.60335563,8307.87520854281
20.62035563,8301.15735735832
20.63735563,8294.43950617383
20.65435563,8287.72165498934
20.67135563,8281.00380380485
20.68835563,8274.28595262036
20.70535563,8267.56810143587
20.72235563,8260.85025025138
20.73935563,8254.13239906689
20.75635563,8247.4145478824
20.77335563,8240.6966966979
20.79035563,8233.97884551341
20.80735563,8227.26099432892
20.82435563,8220.54314314443
20.84135563,8213.82529195994
20.85835563,8207.10744077545
20.87535563,8200.38958959096
20.89235563,8193.67173840647
20.90935563,8186.95388722198
20.92635563,8180.23603603748
20.94335563,8173.51818485299
20.96035563,8166.8003336685
20.97735563,8160.08248248401
20.99435563,8153.36463129952
21.01135563,8146.64678011503
21.02835563,8139.92892893054
21.04535563,8133.21107774605
21.06235563,8126.49322656156
21.07935563,8121.51087147162
21.09635563,8116.52851638168
21.11335563,8111.54616129174
21.13035563,8106.5638062018
21.14735563,8101.58145111186
21.16435563,8096.59909602192
21.18135563,8091.61674093198
21.19835563,8086.63438584204
21.21535563,8081.6520307521
21.23235563,8076.66967566216
21.24935563,8071.68732057222
21.26635563,8066.70496548228
21.28335563,8061.72261039234
21.30035563,8056.7402553024
21.31735563,8051.75790021246
21.33435563,8046.77554512252
21.35135563,8041.79319003258
21.36835563,8036.81083494264
21.38535563,8031.8284798527
21.40235563,8026.84612476276
21.41935563,8021.86376967282
21.43635563,8016.88141458288
21.45335563,8011.89905949294
21.47035563,8006.916704403
21.48735563,8001.93434931306
21.50435563,7996.95199422312
21.52135563,7991.96963913318
21.53835563,7986.98728404324
21.55535563,7982.0049289533
21.57235563,7977.02257386337
21.58935563,7972.04021877343
21.60635563,7967.05786368349
21.62335563,7962.07550859355
21.64035563,7957.09315350361
21.65735563,7952.11079841367
21.67435563,7947.12844332373
21.69135563,7942.14608823379
21.70835563,7937.16373314385
21.72535563,7932.18137805391
21.74235563,7927.19902296397
21.75935563,7922.21666787403
21.77635563,7917.23431278409
21.79335563,7912.25195769415
21.81035563,7907.26960260421
21.82735563,7902.28724751427
21.84435563,7897.30489242433
21.86135563,7892.32253733439
21.87835563,7887.34018224445
21.89535563,7882.35782715451
21.91235563,7877.37547206457
21.92935563,7872.39311697463
21.94635563,7867.41076188469
21.96335563,7862.42840679475
21.98035563,7857.44605170481
21.99735563,7852.46369661487
22.01435563,7847.48134152493
22.03135563,7842.49898643499
22.04835563,7837.51663134505
22.06535563,7832.53427625511
22.08235563,7827.55192116517
22.09935563,7822.56956607523
22.11635563,7817.58721098529
22.13335563,7812.60485589535
22.15035563,7807.62250080541
22.16735563,7802.64014571547
22.18435563,7797.65779062553
22.20135563,7792.6754355356
22.21835563,7787.69308044566
22.23535563,7782.71072535571
22.25235563,7777.72837026578
22.26935563,7772.74601517584
22.28635563,7767.7636600859
22.30335563,7762.78130499596
22.32035563,7757.79894990602
22.33735563,7752.81659481608
22.35435563,7747.83423972614
22.37135563,7742.8518846362
22.38835563,7737.86952954626
22.40535563,7732.88717445632
22.42235563,7727.90481936638
22.43935563,7722.92246427644
22.45635563,7717.9401091865
22.47335563,7712.95775409656
22.49035563,7707.97539900662
22.50735563,7712.53465956024
22.52435563,7707.71937286596
22.54135563,7702.90850893556
22.55835563,7698.10222512759
22.57535563,7698.10247147611
22.59235563,7693.39020058685
22.60935563,7688.68526617602
22.62635563,7683.98793619241
22.64335563,7679.29849092118
22.66035563,7676.08995540619
22.67735563,7672.88990497749
22.69435563,7669.69866123716
22.71135563,7666.51656115745
22.72835563,7663.34395796996
22.74535563,7660.18122211554
22.76235563,7657.02874225934
22.77935563,7653.8869263765
22.79635563,7650.75620291385
22.81335563,7647.63702203397
22.83035563,7644.52985694828
22.84735563,7641.43520534643
22.86435563,7638.35359093017
22.88135563,7635.28556506034
22.89835563,7632.23170852673
22.91535563,7629.19263345141
22.93235563,7626.16898533694
22.94935563,7623.16144527245
22.96635563,7620.17073231149
22.98335563,7617.19760603705
23.00035563,7614.24286933095
23.01735563,7611.30737136611
23.03435563,7608.39201084273
23.05135563,7605.49773949108
23.06835563,7602.62556586638
23.08535563,7599.77655946397
23.10235563,7596.95185518582
23.11935563,7594.15265819318
23.13635563,7591.38024918394
23.15335563,7588.63599013749
23.17035563,7585.92133057517
23.18735563,7584.62089933416
23.20435563,7583.35325719193
23.22135563,7582.1201598536
23.23835563,7580.92348193172
23.25535563,7579.76522672558
23.27235563,7578.64753694997
23.28935563,7577.57270652029
23.30635563,7576.54319351415
23.32335563,7575.56163444536
23.34035563,7574.63086000411
23.35735563,7573.75391243769
23.37435563,7572.93406476944
23.39135563,7572.17484208127
23.40835563,7571.48004511605
23.42535563,7570.85377649277
23.44235563,7570.30046986946
23.45935563,7570.85317987531
23.47635563,7570.47193562037
23.49335563,7570.179473593
23.51035563,7569.98192109757
23.52735563,7570.40036927883
23.54435563,7570.41890081874
23.56135563,7570.55427563451
23.57835563,7570.81514417858
23.59535563,7571.21097076992
23.61235563,7571.75212692994
23.62935563,7572.4499973994
23.64635563,7573.31710083575
23.66335563,7574.36722754959
23.68035563,7575.61559707267
23.69735563,7577.07903887165
23.71435563,7578.77611748733
23.73135563,7580.72762015553
23.74835563,7582.95658588492
23.76535563,7585.48870947453
23.78235563,7588.35271534622
23.79935563,7591.58079381701
23.81635563,7595.20911192718
23.83335563,7599.27841362597
23.85035563,7603.83472747533
23.86735563,7608.93020425001
23.88435563,7614.62411213952
23.90135563,7620.98402403057
23.91835563,7628.08724004425
23.93535563,7636.02249985031
23.95235563,7644.89205452417
23.96935563,7654.81418924115
23.98635563,7665.92632091329
24.00335563,7678.38884981691
24.02035563,7692.39004467646
24.03735563,7708.15243481264
24.05435563,7725.94156447133
