"No.","Pos. [°2θ]","Q [1/Å]","Icalc [cts]","Iback [cts]","ESD","D spacings","CT [s]","Intensity [Counts]"
"509","28.6444","2.0178","6038.8936","6016.0129","78.0226","3.1139","99.6950","6087.5273"
"510","28.6614","2.0190","6036.9397","6014.4408","78.0158","3.1121","99.6950","6086.4683"
"511","28.6784","2.0201","6034.9963","6012.8687","78.2130","3.1103","99.6950","6117.2751"
"512","28.6954","2.0213","6032.9261","6011.1596","78.3365","3.1085","99.6950","6136.6041"
"513","28.7124","2.0225","6030.8656","6009.4506","77.5376","3.1067","99.6950","6012.0785"
"514","28.7294","2.0236","6028.8146","6007.7415","77.5335","3.1049","99.6950","6011.4489"
"515","28.7464","2.0248","6026.7728","6006.0324","77.8964","3.1031","99.6950","6067.8419"
"516","28.7634","2.0260","6024.7397","6004.3233","77.8616","3.1013","99.6950","6062.4283"
"517","28.7804","2.0272","6022.7152","6002.6142","77.8818","3.0995","99.6950","6065.5763"
"518","28.7974","2.0283","6020.6990","6000.9052","77.6327","3.0977","99.6950","6026.8337"
"519","28.8144","2.0295","6018.6908","5999.1961","77.3816","3.0959","99.6950","5987.9073"
"520","28.8314","2.0307","6016.6902","5997.4870","78.3258","3.0941","99.6950","6134.9314"
"521","28.8484","2.0319","6014.6972","5995.7779","78.4837","3.0923","99.6950","6159.6873"
"522","28.8654","2.0330","6012.7113","5994.0688","77.3425","3.0906","99.6950","5981.8604"
"523","28.8824","2.0342","6010.7325","5992.3598","76.8230","3.0888","99.6950","5901.7678"
"524","28.8994","2.0354","6008.7605","5990.6507","78.3768","3.0870","99.6950","6142.9189"
"525","28.9164","2.0365","6006.7950","5988.9416","77.3525","3.0852","99.6950","5983.4064"
"526","28.9334","2.0377","6004.8359","5987.2325","77.6601","3.0835","99.6950","6031.0942"
"527","28.9504","2.0389","6002.7474","5985.3879","78.1128","3.0817","99.6950","6101.6092"
"528","28.9674","2.0401","6000.6650","5983.5432","78.3545","3.0799","99.6950","6139.4212"
"529","28.9844","2.0412","5998.5883","5981.6986","78.3264","3.0781","99.6950","6135.0319"
"530","29.0014","2.0424","5996.5172","5979.8540","77.9292","3.0764","99.6950","6072.9649"
"531","29.0184","2.0436","5994.4517","5978.0093","77.7121","3.0746","99.6950","6039.1715"
"532","29.0354","2.0447","5992.3914","5976.1647","77.6987","3.0729","99.6950","6037.0814"
"533","29.0524","2.0459","5990.3363","5974.3201","77.8441","3.0711","99.6950","6059.7023"
"534","29.0694","2.0471","5988.2862","5972.4754","77.0767","3.0693","99.6950","5940.8101"
"535","29.0864","2.0483","5986.2409","5970.6308","78.0975","3.0676","99.6950","6099.2212"
"536","29.1034","2.0494","5984.2004","5968.7861","77.6759","3.0658","99.6950","6033.5388"
"537","29.1204","2.0506","5982.1645","5966.9415","77.6399","3.0641","99.6950","6027.9568"
"538","29.1374","2.0518","5980.1330","5965.0969","77.7676","3.0623","99.6950","6047.8029"
"539","29.1544","2.0529","5978.1059","5963.2522","77.8424","3.0606","99.6950","6059.4468"
"540","29.1714","2.0541","5976.0830","5961.4076","77.3997","3.0588","99.6950","5990.7074"
"541","29.1884","2.0553","5974.0642","5959.5630","77.7207","3.0571","99.6950","6040.5022"
"542","29.2054","2.0565","5971.8818","5957.5508","77.4371","3.0554","99.6950","5996.5095"
"543","29.2224","2.0576","5969.7033","5955.5386","78.0214","3.0536","99.6950","6087.3369"
"544","29.2394","2.0588","5967.5286","5953.5264","77.4609","3.0519","99.6950","6000.1938"
"545","29.2564","2.0600","5965.3576","5951.5142","77.0318","3.0501","99.6950","5933.8979"
"546","29.2734","2.0611","5963.1902","5949.5020","77.7889","3.0484","99.6950","6051.1197"
"547","29.2904","2.0623","5961.0263","5947.4898","77.5936","3.0467","99.6950","6020.7723"
"548","29.3074","2.0635","5958.8658","5945.4776","76.9348","3.0450","99.6950","5918.9705"
"549","29.3244","2.0646","5956.7086","5943.4654","77.5023","3.0432","99.6950","6006.6005"
"550","29.3414","2.0658","5954.5546","5941.4532","77.3195","3.0415","99.6950","5978.3044"
"551","29.3584","2.0670","5952.4038","5939.4410","77.0957","3.0398","99.6950","5943.7505"
"552","29.3754","2.0682","5950.2561","5937.4288","77.6600","3.0381","99.6950","6031.0777"
"553","29.3924","2.0693","5948.1114","5935.4166","78.1860","3.0363","99.6950","6113.0544"
"554","29.4094","2.0705","5945.9696","5933.4044","77.7537","3.0346","99.6950","6045.6401"
"555","29.4264","2.0717","5943.8307","5931.3922","76.7432","3.0329","99.6950","5889.5245"
"556","29.4434","2.0728","5941.6946","5929.3800","76.5401","3.0312","99.6950","5858.3851"
"557","29.4604","2.0740","5940.2607","5928.0673","77.1703","3.0295","99.6950","5955.2521"
"558","29.4774","2.0752","5938.8294","5926.7545","77.3704","3.0278","99.6950","5986.1727"
"559","29.4944","2.0764","5937.4007","5925.4417","77.2188","3.0261","99.6950","5962.7454"
"560","29.5114","2.0775","5935.9746","5924.1290","76.9596","3.0244","99.6950","5922.7740"
"561","29.5284","2.0787","5934.5509","5922.8162","76.5578","3.0227","99.6950","5861.0945"
"562","29.5454","2.0799","5933.1297","5921.5035","76.6055","3.0210","99.6950","5868.4026"
"563","29.5624","2.0810","5931.7109","5920.1907","77.6126","3.0193","99.6950","6023.7149"
"564","29.5794","2.0822","5930.2944","5918.8780","77.2846","3.0176","99.6950","5972.9047"
"565","29.5964","2.0834","5928.8802","5917.5652","77.6213","3.0159","99.6950","6025.0725"
"566","29.6134","2.0845","5927.4681","5916.2525","77.4391","3.0142","99.6950","5996.8133"
"567","29.6304","2.0857","5926.0583","5914.9397","77.7997","3.0125","99.6950","6052.7970"
"568","29.6474","2.0869","5924.6506","5913.6270","76.8761","3.0108","99.6950","5909.9390"
"569","29.6644","2.0881","5923.2450","5912.3142","77.4585","3.0091","99.6950","5999.8178"
"570","29.6814","2.0892","5921.8415","5911.0015","76.9490","3.0074","99.6950","5921.1432"
"571","29.6984","2.0904","5920.4399","5909.6887","77.4374","3.0057","99.6950","5996.5482"
"572","29.7154","2.0916","5918.9078","5908.2434","77.4383","3.0041","99.6950","5996.6895"
"573","29.7324","2.0927","5917.3775","5906.7980","76.9233","3.0024","99.6950","5917.1963"
"574","29.7494","2.0939","5915.8491","5905.3527","77.0675","3.0007","99.6950","5939.4028"
"575","29.7664","2.0951","5914.3226","5903.9073","76.5655","2.9990","99.6950","5862.2727"
"576","29.7834","2.0962","5912.7980","5902.4620","77.1202","2.9974","99.6950","5947.5287"
"577","29.8004","2.0974","5911.2750","5901.0166","77.2362","2.9957","99.6950","5965.4229"
"578","29.8174","2.0986","5909.7539","5899.5713","76.8058","2.9940","99.6950","5899.1260"
"579","29.8344","2.0997","5908.2345","5898.1259","77.6986","2.9924","99.6950","6037.0783"
"580","29.8514","2.1009","5906.7167","5896.6806","76.1846","2.9907","99.6950","5804.0858"
"581","29.8684","2.1021","5905.2006","5895.2352","78.0411","2.9890","99.6950","6090.4143"
"582","29.8854","2.1033","5903.6862","5893.7899","77.2192","2.9874","99.6950","5962.7997"
"583","29.9024","2.1044","5902.1733","5892.3445","76.0738","2.9857","99.6950","5787.2242"
"584","29.9194","2.1056","5900.6620","5890.8992","76.6651","2.9840","99.6950","5877.5299"
"585","29.9364","2.1068","5899.1523","5889.4538","76.8330","2.9824","99.6950","5903.3093"
"586","29.9534","2.1079","5897.6441","5888.0085","77.2005","2.9807","99.6950","5959.9109"
"587","29.9704","2.1091","5896.1373","5886.5632","76.8756","2.9791","99.6950","5909.8528"
"588","29.9874","2.1103","5894.6321","5885.1178","77.2456","2.9774","99.6950","5966.8893"
"589","30.0044","2.1114","5893.1283","5883.6725","76.9286","2.9758","99.6950","5918.0056"
"590","30.0214","2.1126","5891.6259","5882.2271","76.3352","2.9741","99.6950","5827.0600"
"591","30.0384","2.1138","5890.1250","5880.7818","76.5415","2.9725","99.6950","5858.5969"
"592","30.0554","2.1149","5888.6254","5879.3364","76.8707","2.9709","99.6950","5909.1003"
"593","30.0724","2.1161","5886.7948","5877.8911","76.7501","2.9692","99.6950","5890.5823"
"594","30.0894","2.1173","5885.3000","5876.4457","76.5369","2.9676","99.6950","5857.8951"
"595","30.1064","2.1185","5883.8064","5875.0004","76.8281","2.9659","99.6950","5902.5538"
"596","30.1234","2.1196","5882.3142","5873.5550","77.5300","2.9643","99.6950","6010.9025"
"597","30.1404","2.1208","5880.6574","5872.1097","77.8723","2.9627","99.6950","6064.0891"
"598","30.1574","2.1220","5879.1888","5870.6643","77.1730","2.9610","99.6950","5955.6733"
"599","30.1744","2.1231","5877.7015","5869.2190","76.7010","2.9594","99.6950","5883.0434"
"600","30.1914","2.1243","5876.2154","5867.7736","76.6187","2.9578","99.6950","5870.4310"
"601","30.2084","2.1255","5874.7304","5866.3283","76.6210","2.9562","99.6950","5870.7710"
"602","30.2254","2.1266","5873.1141","5864.7503","77.0343","2.9545","99.6950","5934.2760"
"603","30.2424","2.1278","5871.5090","5863.1724","77.7786","2.9529","99.6950","6049.5029"
"604","30.2594","2.1290","5869.8951","5861.5945","77.3873","2.9513","99.6950","5988.7950"
"605","30.2764","2.1301","5868.2824","5860.0165","77.1636","2.9497","99.6950","5954.2158"
"606","30.2934","2.1313","5866.6707","5858.4386","76.8951","2.9481","99.6950","5912.8641"
"607","30.3104","2.1325","5865.0603","5856.8606","77.0731","2.9464","99.6950","5940.2621"
"608","30.3274","2.1336","5863.4509","5855.2827","77.4075","2.9448","99.6950","5991.9251"
"609","30.3444","2.1348","5861.8427","5853.7048","77.1629","2.9432","99.6950","5954.1116"
"610","30.3614","2.1360","5860.2355","5852.1268","76.9127","2.9416","99.6950","5915.5662"
"611","30.3784","2.1371","5858.6295","5850.5489","77.2893","2.9400","99.6950","5973.6318"
"612","30.3954","2.1383","5857.0245","5848.9709","77.0545","2.9384","99.6950","5937.3925"
"613","30.4124","2.1395","5855.4207","5847.3930","76.4172","2.9368","99.6950","5839.5830"
"614","30.4294","2.1406","5853.8178","5845.8150","76.6982","2.9352","99.6950","5882.6214"
"615","30.4464","2.1418","5852.2161","5844.2371","77.1987","2.9336","99.6950","5959.6400"
"616","30.4634","2.1430","5850.6154","5842.6592","77.0751","2.9320","99.6950","5940.5785"
"617","30.4804","2.1441","5848.8519","5840.9173","77.2807","2.9304","99.6950","5972.2994"
"618","30.4974","2.1453","5847.0894","5839.1755","76.7727","2.9288","99.6950","5894.0515"
"619","30.5144","2.1465","5845.3279","5837.4336","76.3536","2.9272","99.6950","5829.8691"
"620","30.5314","2.1476","5843.5675","5835.6918","76.8228","2.9256","99.6950","5901.7386"
"621","30.5484","2.1488","5841.8081","5833.9500","77.2420","2.9240","99.6950","5966.3336"
"622","30.5654","2.1500","5840.0497","5832.2081","77.8551","2.9224","99.6950","6061.4227"
"623","30.5824","2.1512","5838.2924","5830.4663","77.3401","2.9208","99.6950","5981.4911"
"624","30.5994","2.1523","5836.5360","5828.7244","76.6601","2.9193","99.6950","5876.7715"
"625","30.6164","2.1535","5834.7807","5826.9826","76.7539","2.9177","99.6950","5891.1557"
"626","30.6334","2.1547","5833.0264","5825.2408","76.8907","2.9161","99.6950","5912.1792"
"627","30.6504","2.1558","5831.2731","5823.4989","76.7604","2.9145","99.6950","5892.1578"
"628","30.6674","2.1570","5829.5208","5821.7571","76.5964","2.9129","99.6950","5867.0063"
"629","30.6844","2.1582","5827.7696","5820.0152","76.8806","2.9114","99.6950","5910.6195"
"630","30.7014","2.1593","5826.0193","5818.2734","76.3634","2.9098","99.6950","5831.3698"
"631","30.7184","2.1605","5824.2701","5816.5316","75.7052","2.9082","99.6950","5731.2795"
"632","30.7354","2.1617","5824.4075","5816.6754","76.5790","2.9067","99.6950","5864.3489"
"633","30.7524","2.1628","5824.5460","5816.8193","76.3447","2.9051","99.6950","5828.5103"
"634","30.7694","2.1640","5824.6855","5816.9631","76.6336","2.9035","99.6950","5872.7103"
"635","30.7864","2.1652","5824.8260","5817.1070","76.3558","2.9020","99.6950","5830.2074"
"636","30.8034","2.1663","5824.9675","5817.2508","76.6144","2.9004","99.6950","5869.7655"
"637","30.8204","2.1675","5825.1100","5817.3947","76.9572","2.8988","99.6950","5922.4056"
"638","30.8374","2.1687","5825.2535","5817.5386","76.8715","2.8973","99.6950","5909.2339"
"639","30.8544","2.1698","5825.3981","5817.6824","77.1113","2.8957","99.6950","5946.1557"
"640","30.8714","2.1710","5825.5437","5817.8263","76.3505","2.8942","99.6950","5829.3937"
"641","30.8884","2.1722","5825.6904","5817.9701","76.8439","2.8926","99.6950","5904.9819"
"642","30.9054","2.1733","5825.8380","5818.1140","76.3655","2.8911","99.6950","5831.6950"
"643","30.9224","2.1745","5825.9867","5818.2579","77.0422","2.8895","99.6950","5935.4951"
"644","30.9394","2.1757","5826.1365","5818.4017","76.8771","2.8880","99.6950","5910.0895"
"645","30.9564","2.1768","5826.2873","5818.5456","77.2366","2.8864","99.6950","5965.4887"
"646","30.9734","2.1780","5826.4392","5818.6894","76.4275","2.8849","99.6950","5841.1695"
"647","30.9904","2.1792","5826.4881","5818.7292","76.5875","2.8833","99.6950","5865.6471"
"648","31.0074","2.1803","5826.5380","5818.7689","76.7079","2.8818","99.6950","5884.1040"
"649","31.0244","2.1815","5826.5890","5818.8087","76.4550","2.8802","99.6950","5845.3622"
"650","31.0414","2.1827","5826.6412","5818.8485","76.7371","2.8787","99.6950","5888.5892"
"651","31.0584","2.1838","5826.6944","5818.8882","76.8037","2.8772","99.6950","5898.8151"
"652","31.0754","2.1850","5826.7487","5818.9280","77.4086","2.8756","99.6950","5992.0936"
"653","31.0924","2.1861","5826.8042","5818.9677","77.5110","2.8741","99.6950","6007.9585"
"654","31.1094","2.1873","5826.8608","5819.0075","76.8947","2.8726","99.6950","5912.7989"
"655","31.1264","2.1885","5826.9185","5819.0473","76.9098","2.8710","99.6950","5915.1143"
"656","31.1434","2.1896","5826.9775","5819.0870","76.7573","2.8695","99.6950","5891.6832"
"657","31.1604","2.1908","5827.0376","5819.1268","76.8420","2.8680","99.6950","5904.6990"
"658","31.1774","2.1920","5827.0988","5819.1665","76.8665","2.8664","99.6950","5908.4563"
"659","31.1944","2.1931","5827.1613","5819.2063","76.6242","2.8649","99.6950","5871.2675"
"660","31.2114","2.1943","5827.2250","5819.2461","76.3234","2.8634","99.6950","5825.2647"
"661","31.2284","2.1955","5827.2900","5819.2858","76.1307","2.8619","99.6950","5795.8880"
"662","31.2454","2.1966","5827.2319","5819.2014","76.8326","2.8604","99.6950","5903.2409"
"663","31.2624","2.1978","5827.1752","5819.1169","76.8732","2.8588","99.6950","5909.4885"
"664","31.2794","2.1990","5827.1197","5819.0324","76.6318","2.8573","99.6950","5872.4379"
"665","31.2964","2.2001","5827.0656","5818.9480","76.5180","2.8558","99.6950","5855.0000"
"666","31.3134","2.2013","5827.0127","5818.8635","75.9721","2.8543","99.6950","5771.7646"
"667","31.3304","2.2025","5826.9612","5818.7791","75.6406","2.8528","99.6950","5721.4966"
"668","31.3474","2.2036","5826.9111","5818.6946","76.4324","2.8513","99.6950","5841.9164"
"669","31.3644","2.2048","5826.8624","5818.6102","77.0265","2.8498","99.6950","5933.0778"
"670","31.3814","2.2060","5826.8150","5818.5257","76.2036","2.8483","99.6950","5806.9936"
"671","31.3984","2.2071","5826.7691","5818.4412","75.9264","2.8468","99.6950","5764.8169"
"672","31.4154","2.2083","5826.7247","5818.3568","76.5020","2.8453","99.6950","5852.5636"
"673","31.4324","2.2095","5826.6818","5818.2723","76.2434","2.8438","99.6950","5813.0592"
"674","31.4494","2.2106","5826.6403","5818.1879","76.1157","2.8423","99.6950","5793.6023"
"675","31.4664","2.2118","5826.6004","5818.1034","76.1402","2.8408","99.6950","5797.3232"
"676","31.4834","2.2129","5826.5621","5818.0190","76.2139","2.8393","99.6950","5808.5599"
"677","31.5004","2.2141","5826.5254","5817.9345","76.4962","2.8378","99.6950","5851.6634"
"678","31.5174","2.2153","5826.4903","5817.8500","76.4617","2.8363","99.6950","5846.3945"
"679","31.5344","2.2164","5826.4569","5817.7656","77.5416","2.8348","99.6950","6012.7003"
"680","31.5514","2.2176","5826.4925","5817.6811","77.0025","2.8333","99.6950","5929.3836"
"681","31.5684","2.2188","5826.4628","5817.5967","76.3516","2.8318","99.6950","5829.5705"
"682","31.5854","2.2199","5826.4349","5817.5122","76.8516","2.8303","99.6950","5906.1614"
"683","31.6024","2.2211","5826.4089","5817.4278","77.1239","2.8289","99.6950","5948.1001"
"684","31.6194","2.2223","5826.3847","5817.3433","76.9986","2.8274","99.6950","5928.7821"
"685","31.6364","2.2234","5826.3623","5817.2588","76.2618","2.8259","99.6950","5815.8558"
"686","31.6534","2.2246","5826.3756","5817.1744","76.5865","2.8244","99.6950","5865.4952"
"687","31.6704","2.2258","5826.3574","5817.0899","76.2240","2.8229","99.6950","5810.0991"
"688","31.6874","2.2269","5826.3411","5817.0055","76.3898","2.8215","99.6950","5835.3983"
"689","31.7044","2.2281","5826.3270","5816.9210","75.4687","2.8200","99.6950","5695.5311"
"690","31.7214","2.2292","5826.3149","5816.8366","76.8726","2.8185","99.6950","5909.4007"
"691","31.7384","2.2304","5826.3051","5816.7521","75.9603","2.8170","99.6950","5769.9622"
"692","31.7554","2.2316","5826.1046","5816.4749","76.3924","2.8156","99.6950","5835.8012"
"693","31.7724","2.2327","5825.9065","5816.1976","76.1695","2.8141","99.6950","5801.7993"
"694","31.7894","2.2339","5825.7107","5815.9204","76.8005","2.8126","99.6950","5898.3127"
"695","31.8064","2.2351","5825.5173","5815.6431","75.2413","2.8112","99.6950","5661.2576"
"696","31.8234","2.2362","5825.3263","5815.3659","76.6105","2.8097","99.6950","5869.1749"
"697","31.8404","2.2374","5825.1378","5815.0886","76.7312","2.8083","99.6950","5887.6701"
"698","31.8574","2.2386","5824.9520","5814.8113","75.9290","2.8068","99.6950","5765.2056"
"699","31.8744","2.2397","5824.7688","5814.5341","76.7817","2.8053","99.6950","5895.4350"
"700","31.8914","2.2409","5824.5883","5814.2568","75.8969","2.8039","99.6950","5760.3348"
"701","31.9084","2.2421","5824.4107","5813.9796","77.0435","2.8024","99.6950","5935.6984"
"702","31.9254","2.2432","5824.2359","5813.7023","76.4742","2.8010","99.6950","5848.2986"
"703","31.9424","2.2444","5824.0641","5813.4251","76.0613","2.7995","99.6950","5785.3244"
"704","31.9594","2.2455","5823.8953","5813.1478","76.0118","2.7981","99.6950","5777.8004"
"705","31.9764","2.2467","5823.7297","5812.8706","76.1674","2.7966","99.6950","5801.4710"
"706","31.9934","2.2479","5823.5673","5812.5933","76.2772","2.7952","99.6950","5818.2170"
"707","32.0104","2.2490","5823.2720","5812.1798","76.6799","2.7937","99.6950","5879.8002"
"708","32.0274","2.2502","5822.9800","5811.7663","77.2707","2.7923","99.6950","5970.7640"
"709","32.0444","2.2514","5822.6917","5811.3528","77.3575","2.7908","99.6950","5984.1861"
"710","32.0614","2.2525","5822.4069","5810.9393","76.6389","2.7894","99.6950","5873.5168"
"711","32.0784","2.2537","5822.1259","5810.5258","76.0204","2.7880","99.6950","5779.1034"
"712","32.0954","2.2548","5821.8487","5810.1122","75.8469","2.7865","99.6950","5752.7512"
"713","32.1124","2.2560","5821.5755","5809.6987","76.3104","2.7851","99.6950","5823.2734"
"714","32.1294","2.2572","5821.3064","5809.2852","76.3988","2.7837","99.6950","5836.7769"
"715","32.1464","2.2583","5821.0416","5808.8717","76.5057","2.7822","99.6950","5853.1233"
"716","32.1634","2.2595","5820.7811","5808.4582","76.7656","2.7808","99.6950","5892.9558"
"717","32.1804","2.2607","5820.5252","5808.0447","76.1891","2.7794","99.6950","5804.7746"
"718","32.1974","2.2618","5820.2739","5807.6312","76.4702","2.7779","99.6950","5847.6866"
"719","32.2144","2.2630","5820.0275","5807.2176","76.5331","2.7765","99.6950","5857.3200"
"720","32.2314","2.2641","5819.7860","5806.8041","76.8154","2.7751","99.6950","5900.6070"
"721","32.2484","2.2653","5819.5497","5806.3906","76.6079","2.7737","99.6950","5868.7706"
"722","32.2654","2.2665","5819.3187","5805.9771","76.2262","2.7722","99.6950","5810.4283"
"723","32.2824","2.2676","5819.0933","5805.5636","76.0410","2.7708","99.6950","5782.2267"
"724","32.2994","2.2688","5818.8736","5805.1501","76.4720","2.7694","99.6950","5847.9686"
"725","32.3164","2.2700","5818.6598","5804.7366","76.6606","2.7680","99.6950","5876.8480"
"726","32.3334","2.2711","5818.4521","5804.3230","76.8854","2.7666","99.6950","5911.3613"
"727","32.3504","2.2723","5818.2508","5803.9095","76.4466","2.7651","99.6950","5844.0868"
"728","32.3674","2.2734","5818.0561","5803.4960","76.2816","2.7637","99.6950","5818.8757"
"729","32.3844","2.2746","5817.8682","5803.0825","76.0123","2.7623","99.6950","5777.8625"
"730","32.4014","2.2758","5817.6874","5802.6690","75.4465","2.7609","99.6950","5692.1677"
"731","32.4184","2.2769","5817.5140","5802.2555","76.1039","2.7595","99.6950","5791.8011"
"732","32.4354","2.2781","5817.5616","5801.8419","76.3689","2.7581","99.6950","5832.2119"
"733","32.4524","2.2793","5817.4048","5801.4284","76.2338","2.7567","99.6950","5811.5861"
"734","32.4694","2.2804","5817.2563","5801.0149","76.1164","2.7553","99.6950","5793.7100"
"735","32.4864","2.2816","5817.1164","5800.6014","76.3541","2.7539","99.6950","5829.9519"
"736","32.5034","2.2827","5816.9854","5800.1879","75.6860","2.7525","99.6950","5728.3647"
"737","32.5204","2.2839","5817.6591","5800.5697","76.5887","2.7511","99.6950","5865.8278"
"738","32.5374","2.2851","5818.4492","5800.9516","76.2020","2.7497","99.6950","5806.7496"
"739","32.5544","2.2862","5819.1432","5801.3334","76.2960","2.7483","99.6950","5821.0745"
"740","32.5714","2.2874","5819.8477","5801.7152","76.2367","2.7469","99.6950","5812.0416"
"741","32.5884","2.2886","5820.5631","5802.0971","76.9724","2.7455","99.6950","5924.7435"
"742","32.6054","2.2897","5821.2900","5802.4789","76.3936","2.7441","99.6950","5835.9867"
"743","32.6224","2.2909","5822.0289","5802.8608","76.9627","2.7427","99.6950","5923.2596"
"744","32.6394","2.2920","5822.7802","5803.2426","76.4373","2.7413","99.6950","5842.6661"
"745","32.6564","2.2932","5823.5446","5803.6244","76.7431","2.7399","99.6950","5889.5096"
"746","32.6734","2.2944","5824.3226","5804.0063","75.5823","2.7385","99.6950","5712.6848"
"747","32.6904","2.2955","5825.1150","5804.3881","76.4063","2.7372","99.6950","5837.9265"
"748","32.7074","2.2967","5825.9223","5804.7699","76.4896","2.7358","99.6950","5850.6553"
"749","32.7244","2.2978","5826.7455","5805.1518","76.4611","2.7344","99.6950","5846.3053"
"750","32.7414","2.2990","5827.5852","5805.5336","77.1818","2.7330","99.6950","5957.0310"
"751","32.7584","2.3002","5828.4423","5805.9155","77.1462","2.7316","99.6950","5951.5432"
"752","32.7754","2.3013","5829.1652","5806.1447","77.2754","2.7302","99.6950","5971.4854"
"753","32.7924","2.3025","5829.9075","5806.3739","76.4196","2.7289","99.6950","5839.9612"
"754","32.8094","2.3036","5830.6703","5806.6031","76.4893","2.7275","99.6950","5850.6130"
"755","32.8264","2.3048","5831.4549","5806.8323","75.6355","2.7261","99.6950","5720.7228"
"756","32.8434","2.3060","5832.2627","5807.0615","77.1603","2.7248","99.6950","5953.7106"
"757","32.8604","2.3071","5833.0951","5807.2908","76.3091","2.7234","99.6950","5823.0843"
"758","32.8774","2.3083","5833.9537","5807.5200","76.6725","2.7220","99.6950","5878.6671"
"759","32.8944","2.3094","5834.8406","5807.7492","76.2197","2.7206","99.6950","5809.4362"
"760","32.9114","2.3106","5835.7577","5807.9784","76.4807","2.7193","99.6950","5849.2943"
"761","32.9284","2.3118","5836.7073","5808.2076","76.4700","2.7179","99.6950","5847.6585"
"762","32.9454","2.3129","5837.6922","5808.4369","76.8468","2.7165","99.6950","5905.4281"
"763","32.9624","2.3141","5838.7151","5808.6661","76.0149","2.7152","99.6950","5778.2661"
"764","32.9794","2.3153","5839.7793","5808.8953","75.7412","2.7138","99.6950","5736.7260"
"765","32.9964","2.3164","5840.8887","5809.1245","76.6772","2.7125","99.6950","5879.3981"
"766","33.0134","2.3176","5842.0475","5809.3537","76.7123","2.7111","99.6950","5884.7818"
"767","33.0304","2.3187","5843.1029","5809.4256","76.8796","2.7098","99.6950","5910.4760"
"768","33.0474","2.3199","5844.2179","5809.4975","76.0107","2.7084","99.6950","5777.6201"
"769","33.0644","2.3211","5845.3983","5809.5694","76.3575","2.7070","99.6950","5830.4612"
"770","33.0814","2.3222","5846.6510","5809.6413","76.5246","2.7057","99.6950","5856.0218"
"771","33.0984","2.3234","5847.9838","5809.7132","76.2438","2.7043","99.6950","5813.1195"
"772","33.1154","2.3245","5849.4052","5809.7850","75.6437","2.7030","99.6950","5721.9729"
"773","33.1324","2.3257","5850.9251","5809.8569","76.4736","2.7016","99.6950","5848.2097"
"774","33.1494","2.3269","5852.5541","5809.9288","76.7547","2.7003","99.6950","5891.2909"
"775","33.1664","2.3280","5854.3046","5810.0007","76.9084","2.6989","99.6950","5914.8983"
"776","33.1834","2.3292","5856.1898","5810.0726","76.4564","2.6976","99.6950","5845.5746"
"777","33.2004","2.3303","5858.2248","5810.1445","75.8639","2.6963","99.6950","5755.3339"
"778","33.2174","2.3315","5860.4260","5810.2163","76.4581","2.6949","99.6950","5845.8462"
"779","33.2344","2.3327","5862.8116","5810.2882","76.7918","2.6936","99.6950","5896.9831"
"780","33.2514","2.3338","5865.4014","5810.3601","76.5110","2.6922","99.6950","5853.9339"
"781","33.2684","2.3350","5868.2170","5810.4320","76.9720","2.6909","99.6950","5924.6941"
"782","33.2854","2.3361","5871.1196","5810.3417","77.4569","2.6896","99.6950","5999.5677"
"783","33.3024","2.3373","5874.2967","5810.2514","77.3523","2.6882","99.6950","5983.3787"
"784","33.3194","2.3384","5877.7753","5810.1611","76.9741","2.6869","99.6950","5925.0175"
"785","33.3364","2.3396","5881.5842","5810.0708","76.9291","2.6856","99.6950","5918.0913"
"786","33.3534","2.3408","5885.7540","5809.9805","76.3511","2.6842","99.6950","5829.4934"
"787","33.3704","2.3419","5890.3166","5809.8902","76.0627","2.6829","99.6950","5785.5293"
"788","33.3874","2.3431","5895.3054","5809.7999","76.2898","2.6816","99.6950","5820.1322"
"789","33.4044","2.3442","5900.7551","5809.7096","76.4897","2.6803","99.6950","5850.6726"
"790","33.4214","2.3454","5906.7010","5809.6193","76.2808","2.6789","99.6950","5818.7568"
"791","33.4384","2.3466","5913.1791","5809.5290","76.5202","2.6776","99.6950","5855.3350"
"792","33.4554","2.3477","5920.2256","5809.4387","76.5790","2.6763","99.6950","5864.3358"
"793","33.4724","2.3489","5927.8761","5809.3484","76.9752","2.6750","99.6950","5925.1750"
"794","33.4894","2.3500","5936.1658","5809.2581","77.3171","2.6737","99.6950","5977.9312"
"795","33.5064","2.3512","5945.1283","5809.1678","76.7259","2.6723","99.6950","5886.8562"
"796","33.5234","2.3524","5954.7955","5809.0775","77.2428","2.6710","99.6950","5966.4495"
"797","33.5404","2.3535","5965.0316","5808.8224","77.9729","2.6697","99.6950","6079.7809"
"798","33.5574","2.3547","5976.0275","5808.5673","77.4483","2.6684","99.6950","5998.2438"
"799","33.5744","2.3558","5987.8051","5808.3122","77.6937","2.6671","99.6950","6036.3039"
"800","33.5914","2.3570","6000.3817","5808.0571","77.1074","2.6658","99.6950","5945.5443"
"801","33.6084","2.3581","6013.7690","5807.8020","77.8063","2.6645","99.6950","6053.8243"
"802","33.6254","2.3593","6027.9725","5807.5469","77.4482","2.6631","99.6950","5998.2230"
"803","33.6424","2.3605","6042.9905","5807.2918","78.9819","2.6618","99.6950","6238.1396"
"804","33.6594","2.3616","6058.8132","5807.0367","78.6828","2.6605","99.6950","6190.9850"
