"No.","Pos. [°2θ]","Q [1/Å]","Icalc [cts]","Iback [cts]","ESD","D spacings","CT [s]","Intensity [Counts]"
"1","20.0084","1.4170","16696.5361","16689.0000","129.1859","4.4341","99.6950","16689.0000"
"2","20.0254","1.4182","16679.3256","16671.7317","128.2478","4.4304","99.6950","16447.5053"
"3","20.0424","1.4194","16662.1159","16654.4634","128.8054","4.4267","99.6950","16590.8293"
"4","20.0594","1.4206","16644.9068","16637.1951","128.8193","4.4230","99.6950","16594.4072"
"5","20.0764","1.4218","16627.6983","16619.9268","127.5005","4.4193","99.6950","16256.3876"
"6","20.0934","1.4230","16610.4906","16602.6584","128.5266","4.4156","99.6950","16519.0784"
"7","20.1104","1.4242","16593.2836","16585.3901","128.0287","4.4119","99.6950","16391.3413"
"8","20.1274","1.4253","16576.0774","16568.1218","127.9372","4.4082","99.6950","16367.9292"
"9","20.1444","1.4265","16558.8718","16550.8535","127.8443","4.4045","99.6950","16344.1574"
"10","20.1614","1.4277","16541.6670","16533.5852","128.7963","4.4008","99.6950","16588.4957"
"11","20.1784","1.4289","16524.4630","16516.3169","128.2703","4.3972","99.6950","16453.2720"
"12","20.1954","1.4301","16507.2597","16499.0486","127.8207","4.3935","99.6950","16338.1245"
"13","20.2124","1.4313","16490.0572","16481.7803","128.5871","4.3898","99.6950","16534.6449"
"14","20.2294","1.4325","16472.8555","16464.5120","128.3165","4.3862","99.6950","16465.1289"
"15","20.2464","1.4337","16455.6546","16447.2437","128.4184","4.3826","99.6950","16491.2774"
"16","20.2634","1.4349","16438.4545","16429.9753","128.1182","4.3789","99.6950","16414.2694"
"17","20.2804","1.4361","16425.4850","16416.9368","127.8820","4.3753","99.6950","16353.7981"
"18","20.2974","1.4373","16412.5164","16403.8982","128.0352","4.3717","99.6950","16393.0135"
"19","20.3144","1.4384","16399.5486","16390.8597","127.9061","4.3680","99.6950","16359.9811"
"20","20.3314","1.4396","16386.5817","16377.8211","127.7111","4.3644","99.6950","16310.1270"
"21","20.3484","1.4408","16373.6157","16364.7826","127.7329","4.3608","99.6950","16315.6916"
"22","20.3654","1.4420","16360.6506","16351.7440","128.3183","4.3572","99.6950","16465.5840"
"23","20.3824","1.4432","16347.6864","16338.7055","128.3997","4.3536","99.6950","16486.4742"
"24","20.3994","1.4444","16334.7231","16325.6669","128.0584","4.3500","99.6950","16398.9556"
"25","20.4164","1.4456","16321.7608","16312.6283","127.5984","4.3464","99.6950","16281.3390"
"26","20.4334","1.4468","16308.7995","16299.5898","127.4975","4.3429","99.6950","16255.6206"
"27","20.4504","1.4480","16295.8391","16286.5512","127.5752","4.3393","99.6950","16275.4219"
"28","20.4674","1.4492","16282.8797","16273.5127","127.0327","4.3357","99.6950","16137.3116"
"29","20.4844","1.4504","16269.9214","16260.4741","127.1031","4.3322","99.6950","16155.1939"
"30","20.5014","1.4515","16256.9641","16247.4356","128.1452","4.3286","99.6950","16421.2039"
"31","20.5184","1.4527","16244.0078","16234.3970","127.6036","4.3251","99.6950","16282.6788"
"32","20.5354","1.4539","16231.0526","16221.3584","127.2752","4.3215","99.6950","16198.9728"
"33","20.5524","1.4551","16218.0985","16208.3199","127.8487","4.3180","99.6950","16345.3029"
"34","20.5694","1.4563","16205.1455","16195.2813","127.2801","4.3145","99.6950","16200.2322"
"35","20.5864","1.4575","16192.1937","16182.2428","127.1564","4.3109","99.6950","16168.7526"
"36","20.6034","1.4587","16179.2429","16169.2042","126.9856","4.3074","99.6950","16125.3368"
"37","20.6204","1.4599","16166.2934","16156.1657","127.0020","4.3039","99.6950","16129.5053"
"38","20.6374","1.4611","16153.3450","16143.1271","126.6535","4.3004","99.6950","16041.1136"
"39","20.6544","1.4623","16140.3979","16130.0886","126.8609","4.2969","99.6950","16093.6837"
"40","20.6714","1.4635","16127.4519","16117.0500","126.4829","4.2934","99.6950","15997.9338"
"41","20.6884","1.4646","16114.5073","16104.0114","126.7498","4.2899","99.6950","16065.5143"
"42","20.7054","1.4658","16101.5639","16090.9729","127.3282","4.2864","99.6950","16212.4640"
"43","20.7224","1.4670","16088.6217","16077.9343","126.6144","4.2829","99.6950","16031.2046"
"44","20.7394","1.4682","16075.6810","16064.8958","126.3815","4.2795","99.6950","15972.2881"
"45","20.7564","1.4694","16063.0258","16051.8572","125.8364","4.2760","99.6950","15834.7988"
"46","20.7734","1.4706","16050.0894","16038.8187","126.4623","4.2725","99.6950","15992.7032"
"47","20.7904","1.4718","16039.6725","16028.2982","127.6145","4.2691","99.6950","16285.4574"
"48","20.8074","1.4730","16029.2571","16017.7778","127.0455","4.2656","99.6950","16140.5518"
"49","20.8244","1.4742","16018.9854","16007.2574","127.0150","4.2622","99.6950","16132.8076"
"50","20.8414","1.4754","16008.5738","15996.7370","126.5431","4.2588","99.6950","16013.1629"
"51","20.8584","1.4765","15998.1637","15986.2166","126.4584","4.2553","99.6950","15991.7278"
"52","20.8754","1.4777","15987.7552","15975.6962","126.7726","4.2519","99.6950","16071.3043"
"53","20.8924","1.4789","15977.3482","15965.1757","127.4121","4.2485","99.6950","16233.8358"
"54","20.9094","1.4801","15966.9429","15954.6553","126.4082","4.2451","99.6950","15979.0329"
"55","20.9264","1.4813","15956.5392","15944.1349","126.1687","4.2417","99.6950","15918.5463"
"56","20.9434","1.4825","15946.1373","15933.6145","126.2603","4.2382","99.6950","15941.6573"
"57","20.9604","1.4837","15935.7370","15923.0941","127.0410","4.2348","99.6950","16139.4120"
"58","20.9774","1.4849","15925.3384","15912.5737","126.9351","4.2315","99.6950","16112.5160"
"59","20.9944","1.4861","15914.9417","15902.0532","126.3013","4.2281","99.6950","15952.0063"
"60","21.0114","1.4873","15904.5467","15891.5328","126.3218","4.2247","99.6950","15957.1899"
"61","21.0284","1.4884","15894.1536","15881.0124","126.7342","4.2213","99.6950","16061.5483"
"62","21.0454","1.4896","15883.7624","15870.4920","126.1142","4.2179","99.6950","15904.7826"
"63","21.0624","1.4908","15873.3731","15859.9716","126.9344","4.2146","99.6950","16112.3362"
"64","21.0794","1.4920","15862.9858","15849.4512","126.1112","4.2112","99.6950","15904.0260"
"65","21.0964","1.4932","15852.6004","15838.9308","126.4203","4.2079","99.6950","15982.0867"
"66","21.1134","1.4944","15842.2171","15828.4103","126.1008","4.2045","99.6950","15901.4038"
"67","21.1304","1.4956","15831.8359","15817.8899","127.1166","4.2012","99.6950","16158.6271"
"68","21.1474","1.4968","15821.4568","15807.3695","125.6745","4.1978","99.6950","15794.0794"
"69","21.1644","1.4980","15811.0799","15796.8491","126.4846","4.1945","99.6950","15998.3643"
"70","21.1814","1.4992","15800.7052","15786.3287","126.1281","4.1912","99.6950","15908.3019"
"71","21.1984","1.5003","15790.3327","15775.8083","126.3418","4.1878","99.6950","15962.2471"
"72","21.2154","1.5015","15779.9626","15765.2878","126.6045","4.1845","99.6950","16028.6891"
"73","21.2324","1.5027","15769.5948","15754.7674","126.0493","4.1812","99.6950","15888.4151"
"74","21.2494","1.5039","15759.2294","15744.2470","125.2492","4.1779","99.6950","15687.3605"
"75","21.2664","1.5051","15748.8664","15733.7266","125.5467","4.1746","99.6950","15761.9736"
"76","21.2834","1.5063","15738.5060","15723.2062","125.7178","4.1713","99.6950","15804.9576"
"77","21.3004","1.5075","15730.7138","15715.2515","124.9559","4.1680","99.6950","15613.9777"
"78","21.3174","1.5087","15722.9243","15707.2968","125.4721","4.1647","99.6950","15743.2550"
"79","21.3344","1.5099","15715.1374","15699.3420","125.6097","4.1614","99.6950","15777.8053"
"80","21.3514","1.5110","15707.3532","15691.3873","124.9967","4.1582","99.6950","15624.1668"
"81","21.3684","1.5122","15699.5718","15683.4326","125.4285","4.1549","99.6950","15732.3176"
"82","21.3854","1.5134","15691.7933","15675.4779","125.3001","4.1516","99.6950","15700.1113"
"83","21.4024","1.5146","15684.0177","15667.5232","125.3504","4.1484","99.6950","15712.7284"
"84","21.4194","1.5158","15676.2450","15659.5685","125.0744","4.1451","99.6950","15643.5958"
"85","21.4364","1.5170","15668.4754","15651.6138","125.6617","4.1419","99.6950","15790.8573"
"86","21.4534","1.5182","15660.7090","15643.6591","125.2187","4.1386","99.6950","15679.7202"
"87","21.4704","1.5194","15652.9456","15635.7044","124.5623","4.1354","99.6950","15515.7627"
"88","21.4874","1.5206","15645.1856","15627.7497","125.3850","4.1322","99.6950","15721.3924"
"89","21.5044","1.5217","15637.4289","15619.7949","125.5450","4.1289","99.6950","15761.5568"
"90","21.5214","1.5229","15629.6755","15611.8402","125.1651","4.1257","99.6950","15666.3115"
"91","21.5384","1.5241","15621.9257","15603.8855","125.2290","4.1225","99.6950","15682.3145"
"92","21.5554","1.5253","15614.1794","15595.9308","125.4520","4.1193","99.6950","15738.2030"
"93","21.5724","1.5265","15606.4368","15587.9761","125.2032","4.1161","99.6950","15675.8525"
"94","21.5894","1.5277","15598.6979","15580.0214","125.0556","4.1129","99.6950","15638.9137"
"95","21.6064","1.5289","15590.9628","15572.0667","125.0331","4.1097","99.6950","15633.2843"
"96","21.6234","1.5301","15583.2317","15564.1120","125.0170","4.1065","99.6950","15629.2620"
"97","21.6404","1.5313","15575.5045","15556.1573","125.2084","4.1033","99.6950","15677.1537"
"98","21.6574","1.5324","15567.7814","15548.2026","124.9932","4.1001","99.6950","15623.2959"
"99","21.6744","1.5336","15560.0626","15540.2478","125.0005","4.0969","99.6950","15625.1264"
"100","21.6914","1.5348","15552.3480","15532.2931","125.0311","4.0938","99.6950","15632.7637"
"101","21.7084","1.5360","15544.6379","15524.3384","125.1033","4.0906","99.6950","15650.8329"
"102","21.7254","1.5372","15536.9322","15516.3837","124.9423","4.0874","99.6950","15610.5724"
"103","21.7424","1.5384","15529.2312","15508.4290","124.7110","4.0843","99.6950","15552.8348"
"104","21.7594","1.5396","15521.5349","15500.4743","124.2336","4.0811","99.6950","15433.9750"
"105","21.7764","1.5408","15513.8435","15492.5196","124.1000","4.0780","99.6950","15400.8125"
"106","21.7934","1.5420","15506.1571","15484.5649","124.5584","4.0748","99.6950","15514.7952"
"107","21.8104","1.5431","15498.2904","15476.4248","124.4934","4.0717","99.6950","15498.5972"
"108","21.8274","1.5443","15490.4290","15468.2847","124.9658","4.0686","99.6950","15616.4572"
"109","21.8444","1.5455","15482.5729","15460.1446","124.9729","4.0654","99.6950","15618.2164"
"110","21.8614","1.5467","15474.7224","15452.0045","124.0733","4.0623","99.6950","15394.1847"
"111","21.8784","1.5479","15466.8775","15443.8644","124.6981","4.0592","99.6950","15549.6104"
"112","21.8954","1.5491","15459.0384","15435.7243","124.9452","4.0561","99.6950","15611.3017"
"113","21.9124","1.5503","15451.2053","15427.5842","124.3561","4.0530","99.6950","15464.4499"
"114","21.9294","1.5515","15443.3783","15419.4441","124.9827","4.0499","99.6950","15620.6650"
"115","21.9464","1.5526","15435.5576","15411.3040","124.0036","4.0468","99.6950","15376.8912"
"116","21.9634","1.5538","15427.7434","15403.1639","124.9195","4.0437","99.6950","15604.8755"
"117","21.9804","1.5550","15419.9358","15395.0239","124.1184","4.0406","99.6950","15405.3826"
"118","21.9974","1.5562","15412.1349","15386.8838","124.4872","4.0375","99.6950","15497.0526"
"119","22.0144","1.5574","15404.3411","15378.7437","124.6325","4.0344","99.6950","15533.2558"
"120","22.0314","1.5586","15396.5545","15370.6036","123.4764","4.0313","99.6950","15246.4269"
"121","22.0484","1.5598","15388.7753","15362.4635","123.7961","4.0283","99.6950","15325.4722"
"122","22.0654","1.5610","15381.6608","15354.9805","124.0490","4.0252","99.6950","15388.1603"
"123","22.0824","1.5621","15374.5541","15347.4974","124.3271","4.0221","99.6950","15457.2273"
"124","22.0994","1.5633","15367.4554","15340.0144","124.4290","4.0191","99.6950","15482.5844"
"125","22.1164","1.5645","15360.3650","15332.5314","123.5727","4.0160","99.6950","15270.2002"
"126","22.1334","1.5657","15353.2831","15325.0484","124.2212","4.0130","99.6950","15430.8969"
"127","22.1504","1.5669","15346.2099","15317.5653","124.1252","4.0100","99.6950","15407.0694"
"128","22.1674","1.5681","15339.1458","15310.0823","124.5979","4.0069","99.6950","15524.6335"
"129","22.1844","1.5693","15332.0909","15302.5993","124.6136","4.0039","99.6950","15528.5387"
"130","22.2014","1.5705","15325.0457","15295.1163","124.2255","4.0009","99.6950","15431.9746"
"131","22.2184","1.5716","15318.0102","15287.6332","123.5630","3.9978","99.6950","15267.8212"
"132","22.2354","1.5728","15310.9849","15280.1502","122.6135","3.9948","99.6950","15034.0695"
"133","22.2524","1.5740","15303.9701","15272.6672","122.8444","3.9918","99.6950","15090.7548"
"134","22.2694","1.5752","15296.9660","15265.1841","122.7858","3.9888","99.6950","15076.3602"
"135","22.2864","1.5764","15289.9730","15257.7011","123.2642","3.9858","99.6950","15194.0583"
"136","22.3034","1.5776","15282.9915","15250.2181","124.0615","3.9828","99.6950","15391.2639"
"137","22.3204","1.5788","15275.7019","15242.4153","123.2175","3.9798","99.6950","15182.5517"
"138","22.3374","1.5800","15268.4246","15234.6124","123.7445","3.9768","99.6950","15312.7017"
"139","22.3544","1.5811","15261.1598","15226.8096","123.9112","3.9738","99.6950","15353.9969"
"140","22.3714","1.5823","15253.9080","15219.0067","123.0168","3.9708","99.6950","15133.1370"
"141","22.3884","1.5835","15246.6695","15211.2039","123.2870","3.9679","99.6950","15199.6831"
"142","22.4054","1.5847","15239.4449","15203.4010","122.9542","3.9649","99.6950","15117.7446"
"143","22.4224","1.5859","15232.2346","15195.5982","123.4804","3.9619","99.6950","15247.4117"
"144","22.4394","1.5871","15225.0391","15187.7953","123.7171","3.9590","99.6950","15305.9186"
"145","22.4564","1.5883","15217.8588","15179.9925","123.6932","3.9560","99.6950","15300.0114"
"146","22.4734","1.5895","15210.6943","15172.1896","123.5967","3.9530","99.6950","15276.1493"
"147","22.4904","1.5906","15203.5460","15164.3868","122.8965","3.9501","99.6950","15103.5396"
"148","22.5074","1.5918","15196.4147","15156.5839","122.8109","3.9471","99.6950","15082.5128"
"149","22.5244","1.5930","15189.3008","15148.7811","122.9523","3.9442","99.6950","15117.2697"
"150","22.5414","1.5942","15182.2049","15140.9783","123.5160","3.9413","99.6950","15256.2118"
"151","22.5584","1.5954","15175.1278","15133.1754","123.7430","3.9383","99.6950","15312.3181"
"152","22.5754","1.5966","15168.0700","15125.3726","123.0432","3.9354","99.6950","15139.6411"
"153","22.5924","1.5978","15161.0322","15117.5697","122.5355","3.9325","99.6950","15014.9425"
"154","22.6094","1.5989","15154.0152","15109.7669","122.8793","3.9296","99.6950","15099.3128"
"155","22.6264","1.6001","15147.0198","15101.9640","123.2331","3.9267","99.6950","15186.3947"
"156","22.6434","1.6013","15140.0466","15094.1612","123.1864","3.9237","99.6950","15174.8787"
"157","22.6604","1.6025","15133.0966","15086.3583","122.9815","3.9208","99.6950","15124.4533"
"158","22.6774","1.6037","15126.1707","15078.5555","122.6941","3.9179","99.6950","15053.8434"
"159","22.6944","1.6049","15119.2696","15070.7526","122.8697","3.9150","99.6950","15096.9579"
"160","22.7114","1.6061","15112.3944","15062.9498","122.7059","3.9122","99.6950","15056.7458"
"161","22.7284","1.6073","15105.5461","15055.1469","122.9752","3.9093","99.6950","15122.9083"
"162","22.7454","1.6084","15098.7258","15047.3441","122.7387","3.9064","99.6950","15064.7950"
"163","22.7624","1.6096","15091.9344","15039.5413","122.5179","3.9035","99.6950","15010.6389"
"164","22.7794","1.6108","15085.1732","15031.7384","122.9158","3.9006","99.6950","15108.2966"
"165","22.7964","1.6120","15078.4433","15023.9356","121.5123","3.8978","99.6950","14765.2467"
"166","22.8134","1.6132","15071.7461","15016.1327","122.9009","3.8949","99.6950","15104.6418"
"167","22.8304","1.6144","15064.7631","15008.0100","122.8033","3.8920","99.6950","15080.6425"
"168","22.8474","1.6156","15057.8154","14999.8874","123.4772","3.8892","99.6950","15246.6141"
"169","22.8644","1.6167","15050.9046","14991.7647","121.7579","3.8863","99.6950","14824.9981"
"170","22.8814","1.6179","15044.0321","14983.6421","122.3677","3.8835","99.6950","14973.8625"
"171","22.8984","1.6191","15037.1997","14975.5194","122.1657","3.8806","99.6950","14924.4591"
"172","22.9154","1.6203","15030.4090","14967.3967","122.8254","3.8778","99.6950","15086.0784"
"173","22.9324","1.6215","15023.6619","14959.2741","121.7971","3.8749","99.6950","14834.5424"
"174","22.9494","1.6227","15016.9602","14951.1514","121.8961","3.8721","99.6950","14858.6489"
"175","22.9664","1.6239","15010.3060","14943.0287","122.5375","3.8693","99.6950","15015.4387"
"176","22.9834","1.6250","15003.7014","14934.9061","122.1860","3.8665","99.6950","14929.4292"
"177","23.0004","1.6262","14997.1487","14926.7834","122.5794","3.8636","99.6950","15025.7095"
"178","23.0174","1.6274","14990.6502","14918.6607","122.1634","3.8608","99.6950","14923.8954"
"179","23.0344","1.6286","14984.2085","14910.5381","122.0648","3.8580","99.6950","14899.8158"
"180","23.0514","1.6298","14977.8261","14902.4154","121.8482","3.8552","99.6950","14846.9883"
"181","23.0684","1.6310","14971.5060","14894.2927","122.6619","3.8524","99.6950","15045.9366"
"182","23.0854","1.6322","14964.8944","14885.8134","121.8643","3.8496","99.6950","14850.9062"
"183","23.1024","1.6333","14958.3512","14877.3342","122.2224","3.8468","99.6950","14938.3209"
"184","23.1194","1.6345","14951.8796","14868.8549","121.7223","3.8440","99.6950","14816.3104"
"185","23.1364","1.6357","14945.4834","14860.3756","121.7756","3.8412","99.6950","14829.3009"
"186","23.1534","1.6369","14939.1661","14851.8963","121.4051","3.8385","99.6950","14739.1964"
"187","23.1704","1.6381","14932.9320","14843.4171","121.5166","3.8357","99.6950","14766.2775"
"188","23.1874","1.6393","14926.7851","14834.9378","122.0710","3.8329","99.6950","14901.3320"
"189","23.2044","1.6405","14920.7301","14826.4585","122.6798","3.8301","99.6950","15050.3446"
"190","23.2214","1.6416","14914.7719","14817.9792","122.5570","3.8274","99.6950","15020.2269"
"191","23.2384","1.6428","14909.2087","14809.5000","121.4592","3.8246","99.6950","14752.3450"
"192","23.2554","1.6440","14903.4625","14801.0207","121.6236","3.8219","99.6950","14792.3047"
"193","23.2724","1.6452","14897.8296","14792.5414","122.0173","3.8191","99.6950","14888.2215"
"194","23.2894","1.6464","14892.3163","14784.0621","121.7401","3.8164","99.6950","14820.6617"
"195","23.3064","1.6476","14887.0760","14775.5829","121.6251","3.8136","99.6950","14792.6661"
"196","23.3234","1.6488","14881.8239","14767.1036","121.3464","3.8109","99.6950","14724.9592"
"197","23.3404","1.6499","14885.2587","14767.1699","121.4228","3.8081","99.6950","14743.4844"
"198","23.3574","1.6511","14888.8431","14767.2362","121.7917","3.8054","99.6950","14833.2295"
"199","23.3744","1.6523","14892.5859","14767.3025","122.0737","3.8027","99.6950","14901.9874"
"200","23.3914","1.6535","14896.4967","14767.3688","122.3316","3.7999","99.6950","14965.0199"
"201","23.4084","1.6547","14900.5857","14767.4352","121.9021","3.7972","99.6950","14860.1160"
"202","23.4254","1.6559","14904.8643","14767.5015","122.1592","3.7945","99.6950","14922.8784"
"203","23.4424","1.6571","14909.3443","14767.5678","122.4277","3.7918","99.6950","14988.5534"
"204","23.4594","1.6582","14914.0388","14767.6341","121.7732","3.7891","99.6950","14828.7127"
"205","23.4764","1.6594","14918.9620","14767.7004","121.9465","3.7864","99.6950","14870.9590"
"206","23.4934","1.6606","14924.1294","14767.7667","122.1769","3.7837","99.6950","14927.1948"
"207","23.5104","1.6618","14929.5579","14767.8330","122.2157","3.7810","99.6950","14936.6698"
"208","23.5274","1.6630","14935.2663","14767.8993","122.3698","3.7783","99.6950","14974.3764"
"209","23.5444","1.6642","14941.2753","14767.9657","122.4955","3.7756","99.6950","15005.1561"
"210","23.5614","1.6653","14947.6078","14768.0320","121.8728","3.7729","99.6950","14852.9686"
"211","23.5784","1.6665","14954.2899","14768.0983","121.8257","3.7702","99.6950","14841.5018"
"212","23.5954","1.6677","14960.9147","14767.7286","122.4270","3.7675","99.6950","14988.3810"
"213","23.6124","1.6689","14967.9517","14767.3589","122.6944","3.7649","99.6950","15053.9086"
"214","23.6294","1.6701","14975.4394","14766.9892","122.5943","3.7622","99.6950","15029.3536"
"215","23.6464","1.6713","14983.4224","14766.6195","122.5487","3.7595","99.6950","15018.1845"
"216","23.6634","1.6725","14991.9527","14766.2499","122.2846","3.7569","99.6950","14953.5339"
"217","23.6804","1.6736","15001.0919","14765.8802","122.0562","3.7542","99.6950","14897.7213"
"218","23.6974","1.6748","15010.9128","14765.5105","122.5148","3.7516","99.6950","15009.8761"
"219","23.7144","1.6760","15021.5021","14765.1408","122.3854","3.7489","99.6950","14978.1804"
"220","23.7314","1.6772","15032.9633","14764.7711","122.2274","3.7463","99.6950","14939.5402"
"221","23.7484","1.6784","15045.4204","14764.4014","121.9661","3.7436","99.6950","14875.7203"
"222","23.7654","1.6796","15059.0221","14764.0318","122.8786","3.7410","99.6950","15099.1413"
"223","23.7824","1.6807","15073.9460","14763.6621","123.3308","3.7383","99.6950","15210.4943"
"224","23.7994","1.6819","15090.4039","14763.2924","123.5157","3.7357","99.6950","15256.1164"
"225","23.8164","1.6831","15108.6479","14762.9227","123.2362","3.7331","99.6950","15187.1639"
"226","23.8334","1.6843","15128.9757","14762.5530","123.3097","3.7305","99.6950","15205.2864"
"227","23.8504","1.6855","15151.3258","14761.7718","123.0677","3.7278","99.6950","15145.6680"
"228","23.8674","1.6867","15176.5180","14760.9906","122.9882","3.7252","99.6950","15126.0917"
"229","23.8844","1.6878","15205.0248","14760.2093","123.1898","3.7226","99.6950","15175.7221"
"230","23.9014","1.6890","15237.3876","14759.4281","124.3584","3.7200","99.6950","15465.0162"
"231","23.9184","1.6902","15274.2210","14758.6469","123.9126","3.7174","99.6950","15354.3206"
"232","23.9354","1.6914","15316.2147","14757.8657","124.0830","3.7148","99.6950","15396.5920"
"233","23.9524","1.6926","15364.1335","14757.0844","125.2706","3.7122","99.6950","15692.7135"
"234","23.9694","1.6938","15418.8144","14756.3032","124.6877","3.7096","99.6950","15547.0106"
"235","23.9864","1.6949","15481.1602","14755.5220","125.5962","3.7070","99.6950","15774.3985"
"236","24.0034","1.6961","15552.1295","14754.7408","125.5407","3.7044","99.6950","15760.4578"
"237","24.0204","1.6973","15632.7219","14753.9595","125.5131","3.7018","99.6950","15753.5504"
"238","24.0374","1.6985","15723.9596","14753.1783","125.6794","3.6993","99.6950","15795.3200"
"239","24.0544","1.6997","15826.8624","14752.3971","126.5857","3.6967","99.6950","16023.9399"
"240","24.0714","1.7009","15942.4205","14751.6158","126.7602","3.6941","99.6950","16068.1543"
"241","24.0884","1.7020","16071.5605","14750.8346","126.8454","3.6915","99.6950","16089.7631"
"242","24.1054","1.7032","16214.7101","14749.6545","127.9150","3.6890","99.6950","16362.2401"
"243","24.1224","1.7044","16372.9538","14748.4744","128.6889","3.6864","99.6950","16560.8432"
"244","24.1394","1.7056","16546.7927","14747.2943","129.2061","3.6839","99.6950","16694.2264"
"245","24.1564","1.7068","16736.4966","14746.1142","130.1128","3.6813","99.6950","16929.3434"
"246","24.1734","1.7080","16942.0551","14744.9340","130.9477","3.6788","99.6950","17147.3035"
"247","24.1904","1.7091","17163.1252","14743.7539","131.6166","3.6762","99.6950","17322.9303"
"248","24.2074","1.7103","17398.9754","14742.5738","131.4780","3.6737","99.6950","17286.4759"
"249","24.2244","1.7115","17648.4242","14741.3937","133.0533","3.6711","99.6950","17703.1881"
"250","24.2414","1.7127","17909.7731","14740.2136","133.6848","3.6686","99.6950","17871.6172"
"251","24.2584","1.7139","18180.7324","14739.0335","134.8417","3.6661","99.6950","18182.2786"
"252","24.2754","1.7151","18458.3424","14737.8533","136.0451","3.6635","99.6950","18508.2815"
"253","24.2924","1.7162","18738.8955","14736.6732","137.0965","3.6610","99.6950","18795.4631"
"254","24.3094","1.7174","19017.8737","14735.4931","138.3137","3.6585","99.6950","19130.6929"
"255","24.3264","1.7186","19289.9220","14734.3130","139.4565","3.6560","99.6950","19448.1119"
"256","24.3434","1.7198","19548.8884","14733.1329","140.3622","3.6534","99.6950","19701.5350"
"257","24.3604","1.7210","19787.5660","14731.5507","141.5881","3.6509","99.6950","20047.1910"
"258","24.3774","1.7222","19999.1739","14729.9685","142.3323","3.6484","99.6950","20258.4927"
"259","24.3944","1.7233","20176.5692","14728.3863","143.0454","3.6459","99.6950","20461.9830"
"260","24.4114","1.7245","20313.1817","14726.8041","143.7358","3.6434","99.6950","20659.9885"
"261","24.4284","1.7257","20403.5956","14725.2219","144.5792","3.6409","99.6950","20903.1387"
"262","24.4454","1.7269","20444.0798","14723.6397","144.9343","3.6384","99.6950","21005.9580"
"263","24.4624","1.7281","20432.9668","14722.0575","144.8783","3.6359","99.6950","20989.7352"
"264","24.4794","1.7293","20370.8069","14720.4754","144.3296","3.6335","99.6950","20831.0260"
"265","24.4964","1.7304","20260.2763","14718.8932","143.4646","3.6310","99.6950","20582.0836"
"266","24.5134","1.7316","20105.8688","14717.3110","142.8224","3.6285","99.6950","20398.2431"
"267","24.5304","1.7328","19913.4395","14715.7288","141.5277","3.6260","99.6950","20030.1016"
"268","24.5474","1.7340","19689.6808","14714.1466","139.7449","3.6235","99.6950","19528.6272"
"269","24.5644","1.7352","19441.6102","14712.5644","138.7087","3.6211","99.6950","19240.1131"
"270","24.5814","1.7364","19176.1304","14710.9822","138.5955","3.6186","99.6950","19208.7258"
"271","24.5984","1.7375","18899.6975","14709.4000","137.8546","3.6161","99.6950","19003.8885"
"272","24.6154","1.7387","18617.6947","14707.4066","136.1976","3.6137","99.6950","18549.7886"
"273","24.6324","1.7399","18335.5577","14705.4131","135.6525","3.6112","99.6950","18401.5912"
"274","24.6494","1.7411","18057.5138","14703.4197","133.8480","3.6088","99.6950","17915.2812"
"275","24.6664","1.7423","17787.0207","14701.4262","132.2850","3.6063","99.6950","17499.3112"
"276","24.6834","1.7434","17526.8247","14699.4328","131.8444","3.6039","99.6950","17382.9354"
"277","24.7004","1.7446","17279.0318","14697.4393","130.3654","3.6014","99.6950","16995.1428"
"278","24.7174","1.7458","17045.1810","14695.4459","129.3366","3.5990","99.6950","16727.9632"
"279","24.7344","1.7470","16826.3143","14693.4524","129.0374","3.5966","99.6950","16650.6601"
"280","24.7514","1.7482","16623.0416","14691.4590","128.5037","3.5941","99.6950","16513.1882"
"281","24.7684","1.7494","16435.6004","14689.4655","127.5757","3.5917","99.6950","16275.5663"
"282","24.7854","1.7505","16263.9116","14687.4720","127.2017","3.5893","99.6950","16180.2792"
"283","24.8024","1.7517","16107.6307","14685.4786","126.6256","3.5869","99.6950","16034.0505"
"284","24.8194","1.7529","15966.1975","14683.4851","125.7885","3.5844","99.6950","15822.7430"
"285","24.8364","1.7541","15838.8815","14681.4917","125.9499","3.5820","99.6950","15863.3860"
"286","24.8534","1.7553","15724.8252","14679.4982","125.5169","3.5796","99.6950","15754.4846"
"287","24.8704","1.7564","15623.0834","14677.5048","125.0244","3.5772","99.6950","15631.0905"
"288","24.8874","1.7576","15532.6590","14675.5113","124.3616","3.5748","99.6950","15465.8181"
"289","24.9044","1.7588","15452.5343","14673.5179","124.2950","3.5724","99.6950","15449.2404"
"290","24.9214","1.7600","15381.6981","14671.5244","123.7855","3.5700","99.6950","15322.8594"
"291","24.9384","1.7612","15319.1673","14669.5310","123.8422","3.5676","99.6950","15336.8934"
"292","24.9554","1.7624","15264.0050","14667.5375","124.1767","3.5652","99.6950","15419.8607"
"293","24.9724","1.7635","15215.3328","14665.5441","123.9556","3.5628","99.6950","15364.9930"
"294","24.9894","1.7647","15172.3401","14663.5506","122.6632","3.5604","99.6950","15046.2519"
"295","25.0064","1.7659","15134.2888","14661.5572","122.6183","3.5581","99.6950","15035.2389"
"296","25.0234","1.7671","15100.5158","14659.5637","122.6141","3.5557","99.6950","15034.2209"
