2Theta,Intensity
20.00835563,3779.0
20.025066898980274,3918.0
20.041778167960548,3794.0
20.058489436940825,3692.0
20.075200705921098,3704.0
20.09191197490137,3854.0
20.108623243881645,3630.0
20.12533451286192,3697.0
20.142045781842192,3573.0
20.15875705082247,3765.0
20.175468319802743,3741.0
20.192179588783016,3683.0
20.20889085776329,3778.0
20.225602126743564,3694.0
20.242313395723837,3694.0
20.259024664704114,3560.0
20.275735933684388,3652.0
20.29244720266466,3731.0
20.309158471644935,3680.0
20.32586974062521,3681.0
20.342581009605485,3608.0
20.35929227858576,3625.0
20.376003547566032,3640.0
20.392714816546306,3574.0
20.40942608552658,3592.0
20.426137354506853,3599.0
20.44284862348713,3506.0
20.459559892467404,3604.0
20.476271161447677,3649.0
20.49298243042795,3587.0
20.509693699408224,3593.0
20.526404968388498,3546.0
20.543116237368775,3609.0
20.55982750634905,3451.0
20.576538775329322,3465.0
20.593250044309595,3541.0
20.60996131328987,3470.0
20.626672582270146,3428.0
20.64338385125042,3535.0
20.660095120230693,3490.0
20.676806389210967,3504.0
20.69351765819124,3543.0
20.710228927171514,3517.0
20.72694019615179,3413.0
20.743651465132064,3473.0
20.760362734112338,3456.0
20.77707400309261,3432.0
20.793785272072885,3411.0
20.810496541053162,3449.0
20.827207810033435,3324.0
20.84391907901371,3343.0
20.860630347993983,3399.0
20.877341616974256,3416.0
20.89405288595453,3402.0
20.910764154934807,3461.0
20.92747542391508,3414.0
20.944186692895354,3464.0
20.960897961875627,3384.0
20.9776092308559,3363.0
20.994320499836174,3356.0
21.01103176881645,3446.0
21.027743037796725,3327.0
21.044454306777,3335.0
21.061165575757272,3363.0
21.077876844737546,3306.0
21.09458811371782,3367.0
21.111299382698096,3230.0
21.12801065167837,3264.0
21.144721920658643,3304.0
21.161433189638917,3230.0
21.17814445861919,3180.0
21.194855727599467,3308.0
21.21156699657974,3319.0
21.228278265560014,3243.0
21.244989534540288,3248.0
21.26170080352056,3153.0
21.278412072500835,3164.0
21.295123341481112,3134.0
21.311834610461386,3172.0
21.32854587944166,3088.0
21.345257148421933,3139.0
21.361968417402206,3136.0
21.378679686382483,3189.0
21.395390955362757,3158.0
21.41210222434303,3106.0
21.428813493323304,3149.0
21.445524762303577,3074.0
21.46223603128385,3053.0
21.478947300264128,3089.0
21.4956585692444,3051.0
21.512369838224675,3177.0
21.52908110720495,3043.0
21.545792376185222,3096.0
21.562503645165496,2996.0
21.579214914145773,3072.0
21.595926183126046,3100.0
21.61263745210632,3019.0
21.629348721086593,2954.0
21.646059990066867,3086.0
21.66277125904714,3022.0
21.679482528027417,2919.0
21.69619379700769,3003.0
21.712905065987965,2897.0
21.729616334968238,2849.0
21.74632760394851,3070.0
21.76303887292879,2962.0
21.779750141909062,3002.0
21.796461410889336,2978.0
21.81317267986961,2909.0
21.829883948849883,2983.0
21.846595217830156,2959.0
21.863306486810433,2916.0
21.880017755790707,2894.0
21.89672902477098,2886.0
21.913440293751254,2846.0
21.930151562731528,2766.0
21.946862831711805,2762.0
21.963574100692078,2896.0
21.98028536967235,2783.0
21.996996638652625,2842.0
22.0137079076329,2820.0
22.030419176613172,2876.0
22.04713044559345,2855.0
22.063841714573723,2795.0
22.080552983553996,2802.0
22.09726425253427,2858.0
22.113975521514543,2794.0
22.13068679049482,2919.0
22.147398059475094,2817.0
