2Theta Intensity
20.0084	250.00
20.0254	513.00
20.0424	351.00
20.0594	287.00
20.0764	315.00
20.0934	353.00
20.1104	403.00
20.1274	359.00
20.1444	371.00
20.1614	257.00
20.1784	368.00
20.1954	277.00
20.2124	311.00
20.2294	280.00
20.2464	330.00
20.2634	439.00
20.2804	374.00
20.2974	351.00
20.3144	312.00
20.3314	307.00
20.3484	301.00
20.3654	311.00
20.3824	347.00
20.3994	375.00
20.4164	437.00
20.4334	403.00
20.4504	338.00
20.4674	315.00
20.4844	330.00
20.5014	352.00
20.5184	393.00
20.5354	381.00
20.5524	286.00
20.5694	318.00
20.5864	340.00
20.6034	395.00
20.6204	310.00
20.6374	313.00
20.6544	375.00
20.6714	349.00
20.6884	282.00
20.7054	289.00
20.7224	285.00
20.7394	360.00
20.7564	315.00
20.7734	357.00
20.7904	301.00
20.8074	283.00
20.8244	311.00
20.8414	380.00
20.8584	371.00
20.8754	258.00
20.8924	360.00
20.9094	162.00
20.9264	215.00
20.9434	298.00
20.9604	295.00
20.9774	277.00
20.9944	449.00
21.0114	245.00
21.0284	228.00
21.0454	208.00
21.0624	257.00
21.0794	247.00
21.0964	266.00
21.1134	297.00
21.1304	400.00
21.1474	322.00
21.1644	263.00
21.1814	277.00
21.1984	311.00
21.2154	256.00
21.2324	273.00
21.2494	261.00
21.2664	323.00
21.2834	256.00
21.3004	284.00
21.3174	425.00
21.3344	393.00
21.3514	312.00
21.3684	237.00
21.3854	248.00
21.4024	263.00
21.4194	227.00
21.4364	368.00
21.4534	427.00
21.4704	301.00
21.4874	313.00
21.5044	312.00
21.5214	239.00
21.5384	216.00
21.5554	243.00
21.5724	274.00
21.5894	287.00
21.6064	235.00
21.6234	295.00
21.6404	328.00
21.6574	267.00
21.6744	218.00
21.6914	223.00
21.7084	255.00
21.7254	302.00
21.7424	271.00
21.7594	233.00
21.7764	222.00
21.7934	226.00
21.8104	182.00
21.8274	160.00
21.8444	241.00
21.8614	291.00
21.8784	291.00
21.8954	138.00
21.9124	368.00
21.9294	235.00
21.9464	267.00
21.9634	316.00
21.9804	134.00
21.9974	278.00
22.0144	216.00
22.0314	171.00
22.0484	311.00
22.0654	246.00
22.0824	313.00
22.0994	282.00
22.1164	211.00
22.1334	224.00
22.1504	297.00
22.1674	310.00
22.1844	258.00
22.2014	273.00
22.2184	240.00
22.2354	238.00
22.2524	234.00
22.2694	194.00
22.2864	240.00
22.3034	240.00
22.3204	241.00
22.3374	286.00
22.3544	263.00
22.3714	178.00
22.3884	101.00
22.4054	198.00
22.4224	303.00
22.4394	274.00
22.4564	168.00
22.4734	186.00
22.4904	243.00
22.5074	160.00
22.5244	159.00
22.5414	260.00
22.5584	247.00
22.5754	182.00
