2Theta,Intensity
20.00835563,4383.0
20.025066898978615,4532.0
20.04177816795723,4345.0
20.05848943693584,4436.0
20.075200705914455,4478.0
20.09191197489307,4513.0
20.108623243871683,4314.0
20.125334512850294,4397.0
20.14204578182891,4462.0
20.158757050807523,4384.0
20.175468319786138,4377.0
20.19217958876475,4417.0
20.208890857743363,4436.0
20.225602126721977,4264.0
20.24231339570059,4324.0
20.259024664679202,4334.0
20.275735933657817,4315.0
20.29244720263643,4281.0
20.309158471615046,4324.0
20.325869740593657,4423.0
20.34258100957227,4300.0
20.359292278550885,4354.0
20.3760035475295,4309.0
20.392714816508114,4207.0
20.409426085486725,4236.0
20.42613735446534,4290.0
20.442848623443954,4221.0
20.45955989242257,4273.0
20.47627116140118,4220.0
20.492982430379794,4366.0
20.509693699358408,4198.0
20.526404968337022,4121.0
20.543116237315633,4124.0
20.559827506294248,4137.0
20.576538775272862,4245.0
20.593250044251477,4091.0
20.609961313230087,4167.0
20.626672582208702,4074.0
20.643383851187316,4222.0
20.66009512016593,4216.0
20.676806389144545,4173.0
20.693517658123156,4222.0
20.71022892710177,4198.0
20.726940196080385,4078.0
20.743651465059,4066.0
20.76036273403761,3956.0
20.777074003016224,3992.0
20.79378527199484,4026.0
20.810496540973453,4038.0
20.827207809952064,4095.0
20.84391907893068,3986.0
20.860630347909293,3898.0
20.877341616887907,4187.0
20.894052885866518,3928.0
20.910764154845133,4051.0
20.927475423823747,4077.0
20.94418669280236,4015.0
20.960897961780972,4033.0
20.977609230759587,4010.0
20.9943204997382,3863.0
21.011031768716816,3961.0
21.02774303769543,4059.0
21.04445430667404,3964.0
21.061165575652655,4070.0
21.07787684463127,4042.0
21.094588113609884,3977.0
21.111299382588495,3899.0
21.12801065156711,4053.0
21.144721920545724,3839.0
21.161433189524338,3915.0
21.17814445850295,3932.0
21.194855727481563,3837.0
21.211566996460178,3872.0
21.228278265438792,3806.0
21.244989534417403,3925.0
21.261700803396018,3767.0
21.278412072374632,3771.0
21.295123341353246,3831.0
21.311834610331857,3831.0
21.32854587931047,3879.0
21.345257148289086,3795.0
21.3619684172677,3725.0
21.378679686246315,3767.0
21.395390955224926,3753.0
21.41210222420354,3807.0
21.428813493182155,3857.0
21.44552476216077,3951.0
21.46223603113938,3604.0
21.478947300117994,3727.0
21.49565856909661,3808.0
21.512369838075223,3931.0
21.529081107053834,3786.0
21.54579237603245,3695.0
21.562503645011063,3829.0
21.579214913989677,3742.0
21.595926182968288,3857.0
21.612637451946902,3622.0
21.629348720925517,3696.0
21.64605998990413,3729.0
21.662771258882742,3751.0
21.679482527861357,3682.0
21.69619379683997,3695.0
21.712905065818585,3612.0
21.7296163347972,3735.0
21.74632760377581,3586.0
21.763038872754425,3608.0
21.77975014173304,3598.0
21.796461410711654,3674.0
21.813172679690265,3631.0
21.82988394866888,3624.0
21.846595217647494,3618.0
21.863306486626108,3593.0
21.88001775560472,3677.0
21.896729024583333,3709.0
21.913440293561948,3532.0
21.930151562540562,3579.0
21.946862831519176,3629.0
21.963574100497787,3555.0
21.9802853694764,3544.0
21.996996638455016,3573.0
22.013707907433627,3587.0
22.03041917641224,3621.0
22.047130445390856,3464.0
22.06384171436947,3439.0
22.080552983348085,3512.0
22.097264252326696,3481.0
22.11397552130531,3521.0
22.130686790283924,3482.0
22.14739805926254,3579.0
22.16410932824115,3463.0
22.180820597219764,3404.0
22.19753186619838,3509.0
22.214243135176993,3436.0
22.230954404155604,3449.0
22.247665673134218,3432.0
22.264376942112833,3443.0
22.281088211091447,3483.0
22.29779948007006,3410.0
22.314510749048672,3417.0
22.331222018027287,3417.0
22.3479332870059,3427.0
22.364644555984512,3413.0
22.381355824963126,3349.0
22.39806709394174,3372.0
22.414778362920355,3472.0
22.43148963189897,3356.0
22.44820090087758,3425.0
22.464912169856195,3325.0
22.48162343883481,3326.0
22.498334707813424,3384.0
22.515045976792035,3210.0
22.53175724577065,3385.0
22.548468514749263,3399.0
22.565179783727878,3275.0
22.58189105270649,3453.0
22.598602321685103,3338.0
22.615313590663717,3403.0
22.632024859642332,3281.0
22.648736128620946,3237.0
22.665447397599557,3152.0
22.68215866657817,3247.0
22.698869935556786,3301.0
22.715581204535397,3244.0
22.73229247351401,3175.0
22.749003742492626,3308.0
22.76571501147124,3179.0
22.782426280449855,3299.0
22.799137549428465,3191.0
22.81584881840708,3255.0
22.832560087385694,3242.0
22.84927135636431,3175.0
22.86598262534292,3234.0
22.882693894321534,3248.0
22.89940516330015,3129.0
22.916116432278763,3201.0
22.932827701257374,3214.0
22.949538970235988,3178.0
22.966250239214602,3180.0
22.982961508193217,3163.0
22.99967277717183,3144.0
23.016384046150442,3081.0
