full cycle,Current,UCV,LCV,Discharge Capacity,Charge Capacity,CE,Specific Discharge Capacity,Specific Charge Capacity,Areal Discharge Capacity,Areal Charge Capacity,Discharge Energy,Charge Energy,Specific Discharge Energy,Specific Charge Energy,Areal Discharge Energy,Areal Charge Energy,Average Discharge Voltage,Average Charge Voltage
0.0,-0.010841713119426723,3.2107334,1.4999341,1.000784685830483,,,245.29036417413798,,0.4976552391001904,,-0.013791541162034848,,-3.3802796965771904,,-0.006858051298873513,,-0.013780727620337423,
1.0,0.02625569203786308,4.400045,1.9188739,1.2897846944194955,1.5627742537169675,0.8253173427651612,316.12369961262146,383.0329053227861,0.6413648405865219,0.7771130053291733,0.9958491679267145,3.2376464377036855,244.0806784134105,793.540793554825,0.4952009785811608,1.6099683926920365,0.7721049662284332,2.071730085137461
