specific_capacity_discharge,voltage_discharge,specific_power_discharge
16.798005570428103,3.30049,-124.05782881072726
16.90252212204325,3.29888,-123.9555904209673
17.0070386736584,3.29728,-123.93091699943125
17.110676934923834,3.29567,-123.87144589622156
17.215193486538983,3.29412,-123.89026209427077
17.31971003815413,3.29247,-123.77615498794508
17.424226589769276,3.29076,-123.6983434116002
17.528743141384425,3.28924,-123.64744726435124
17.63238140264986,3.2874,-123.56996351444646
17.736897954265007,3.28573,-123.47290634249512
17.841414505880156,3.28398,-123.42687244294324
17.945931057495304,3.28223,-123.37666635577465
18.04956931876074,3.28047,-123.30117411623915
18.154085870375887,3.27865,-123.21099697728825
18.258602421991032,3.27684,-123.17198795802994
18.36311897360618,3.27501,-123.10527174568068
18.46763552522133,3.27331,-123.0020411088034
18.571273786486763,3.27161,-122.91850553964534
18.675790338101912,3.26997,-122.93753396074833
18.78030688971706,3.2683,-122.84684735367084
18.884823441332188,3.26636,-122.79768159580046
18.989339992947333,3.2645,-122.70195092543796
19.092978254212788,3.2627,-122.6105676215669
19.197494805827915,3.26085,-122.5699144332884
19.302011357443064,3.25897,-122.48276139380776
19.40652790905821,3.25683,-122.41469029914656
19.51104446067336,3.25478,-122.3149963664166
19.614682721938795,3.25304,-122.3092635046275
19.719199273553944,3.25125,-122.14738674371996
19.82371582516909,3.24931,-122.07347480076858
19.928232376784237,3.24746,-122.10665172688616
20.03274892839938,3.2457,-122.0055823946304
20.136387189664813,3.24388,-121.92280944673954
20.240903741279958,3.24187,-121.810361569303
20.345420292895103,3.23984,-121.77711040305876
20.449936844510244,3.23792,-121.73770359204842
20.55357510577568,3.23602,-121.61920208362126
20.658091657390823,3.23379,-121.55686404994547
20.76260820900597,3.23172,-121.4504426274396
20.867124760621117,3.22958,-121.39248498572894
20.971641312236244,3.22753,-121.29297930926568
21.075279573501696,3.22514,-121.23171403277306
21.179796125116827,3.22265,-121.14117279153136
21.28431267673197,3.22128,-121.02347001580614
21.38882922834712,3.21933,-121.00110364414878
21.493345779962265,3.21733,-120.93915654734457
21.596984041227696,3.21533,-120.86702663302847
21.701500592842844,3.21326,-120.78108568376598
21.806017144457982,3.21101,-120.71986318387783
21.91053369607313,3.20873,-120.60573778311552
22.01505024768828,3.20636,-120.50651916742144
22.118688508953717,3.20403,-120.4432629560154
22.22320506056885,3.20159,-120.32522085738069
22.327721612184003,3.19904,-120.22533836800868
22.432238163799145,3.19707,-120.26755180044869
22.536754715414293,3.19503,-120.12514673237834
22.640392976679724,3.19284,-120.0498748892666
22.744909528294876,3.19065,-119.89893079012144
22.84942607991001,3.18839,-119.82610145982484
22.95394263152516,3.18474,-119.75538685068358
23.057580892790597,3.18213,-119.610960889216
23.16209744440574,3.17939,-119.5290796101448
23.266613996020865,3.17664,-119.39053928134372
23.37113054763601,3.17416,-119.2732443077726
23.475647099251155,3.17151,-119.20274775528964
23.579285360516597,3.16902,-119.10515191240891
23.68380191213173,3.1669,-119.0064481905679
23.788318463746883,3.16456,-118.91451282851465
23.892835015362024,3.16215,-118.86294547210672
23.997351566977173,3.15981,-118.77598563718058
24.100989828242604,3.1577,-118.70665574552312
24.205506379857752,3.15525,-118.61056292056652
24.310022931472894,3.15251,-118.52251384891976
24.41453948308804,3.1499,-118.39450918059032
24.519056034703183,3.14749,-118.29695879555888
24.62269429596862,3.14456,-118.2126868895532
24.727210847583763,3.14259,-118.12372457897844
24.83172739919891,3.1403,-118.03367636426798
24.936243950814053,3.13806,-117.98321704491262
25.0407605024292,3.13575,-117.90033271786066
25.144398763694632,3.13337,-117.7702280056616
25.24891531530978,3.13067,-117.58262769852324
25.353431866924904,3.12858,-117.57139704549265
25.45794841854005,3.127,-117.5327838576423
25.5624649701552,3.12496,-117.44622688922983
25.66610323142063,3.12434,-117.43082820324724
25.770619783035773,3.12323,-117.42169602264914
25.87513633465092,3.12685,-117.53208920023891
25.97965288626607,3.12674,-117.51114786275429
26.08416943788121,3.12591,-117.47501244861742
26.18780769914664,3.126,-117.50013938626633
26.29232425076179,3.12527,-117.45392505601473
26.39684080237694,3.12421,-117.4308811831264
26.50135735399208,3.12283,-117.3474140963748
26.60499561525751,3.12144,-117.3208424230954
26.70951216687266,3.12003,-117.26094135003449
26.81402871848781,3.11857,-117.19226516039878
26.91854527010295,3.11712,-117.16635780029382
27.0230618217181,3.11581,-117.1102213024062
27.12670008298353,3.11437,-117.07382262670936
27.23121663459868,3.1131,-117.02706574278244
27.33573318621382,3.11186,-116.95388600414688
27.44024973782895,3.11048,-116.92365777065194
27.54476628944409,3.109,-116.84541482375836
27.648404550709547,3.10751,-116.77566056503944
27.752921102324677,3.10593,-116.68682507607802
27.857437653939822,3.1044,-116.65879133393246
27.961954205554964,3.10292,-116.64928658678384
28.066470757170112,3.1015,-116.55667811846445
28.170109018435543,3.1002,-116.50390220994322
28.27462557005069,3.09893,-116.48655111613164
28.379142121665836,3.09752,-116.41592124760516
28.48365867328098,3.09619,-116.36887197519974
28.588175224896126,3.09493,-116.3127083360324
28.69181348616156,3.09356,-116.27100277498717
28.796330037776706,3.09213,-116.20161349439016
28.90084658939185,3.09054,-116.14283880024615
29.005363141006995,3.08903,-116.08413942441808
29.10900140227243,3.08759,-116.01830999583753
29.21351795388757,3.08618,-115.97020729144715
29.31803450550272,3.08488,-115.9457416284394
29.422551057117865,3.08356,-115.91952857797295
29.52706760873299,3.08231,-115.81406290540458
29.630705869998447,3.08109,-115.8169325329247
29.735222421613592,3.07987,-115.7652303807297
29.83973897322872,3.0785,-115.72152222388571
29.944255524843864,3.07721,-115.66524709805456
30.04877207645901,3.07584,-115.58554849135513
30.152410337724444,3.07449,-115.56398065952716
30.25692688933959,3.07304,-115.52793934190522
30.361443440954734,3.07156,-115.4723001864676
30.46595999256988,3.07023,-115.3640545816054
30.570476544185027,3.06891,-115.3387140581474
30.674114805450458,3.06757,-115.3145406856009
30.778631357065603,3.06635,-115.24928841393024
30.883147908680748,3.06518,-115.2169437139414
30.987664460295896,3.06391,-115.16242440188655
31.09218101191104,3.06267,-115.12550051839746
31.195819273176472,3.06151,-115.07996021450894
31.300335824791617,3.06017,-115.03636362653673
31.40485237640676,3.05889,-114.97277173466692
31.509368928021907,3.05756,-114.9440503449289
31.61388547963704,3.0562,-114.87263054627768
31.71752374090249,3.05486,-114.82323019846014
31.82204029251762,3.05349,-114.78525244348964
31.92655684413276,3.05216,-114.71402474907084
32.03107339574791,3.05093,-114.6899828745068
32.13558994736306,3.04967,-114.64261719308446
32.23922820862849,3.04844,-114.58481283130828
32.34374476024363,3.0472,-114.52471500610244
32.44826131185878,3.04603,-114.48459463617776
32.55277786347393,3.04481,-114.45414466247482
32.65641612473936,3.04352,-114.41527681328364
32.7609326763545,3.0422,-114.33583516026287
32.86544922796965,3.04089,-114.315445542643
32.9699657795848,3.03948,-114.2115048153956
33.07448233119994,3.03818,-114.19531728063936
33.17812059246537,3.03703,-114.17897984912302
33.28263714408052,3.03611,-114.06855418357324
33.387153695695666,3.03502,-114.074623892547
33.49167024731081,3.03392,-114.03423843983953
33.59618679892596,3.03284,-113.9974808377926
33.69982506019139,3.03168,-113.9366248400358
33.804341611806535,3.03048,-113.91356481960372
33.908858163421655,3.02921,-113.87253095780343
34.013374715036804,3.02805,-113.7982873025041
34.11789126665195,3.02677,-113.7645384080647
34.22152952791738,3.02557,-113.76248379358776
34.326046079532524,3.0244,-113.6955409433322
34.43056263114767,3.02328,-113.64674565254712
34.53507918276282,3.0222,-113.59085869697284
34.63959573437796,3.02121,-113.55747010428624
34.74323399564339,3.02021,-113.54853166259456
34.84775054725854,3.01919,-113.48727259280416
34.95226709887368,3.01817,-113.42507470475763
35.05678365048883,3.01709,-113.38734937254154
35.16130020210398,3.01598,-113.37138106116448
35.26493846336941,3.0148,-113.31844549210504
35.36945501498455,3.0136,-113.30859621764958
35.4739715665997,3.01234,-113.23550508024192
35.57848811821485,3.01119,-113.18941967739258
35.68300466982999,3.01005,-113.11230521204298
35.78664293109542,3.009,-113.0947302690726
35.89115948271057,3.00808,-113.08583154648107
35.9956760343257,3.00714,-113.0504931639734
36.100192585940846,3.00619,-113.008125265907
36.20470913755599,3.00547,-112.99436312573565
36.30834739882143,3.00459,-112.93372829589288
36.41286395043657,3.00366,-112.91586711739492
36.51738050205172,3.00264,-112.86518045504177
36.621897053666856,3.00155,-112.80902412922252
36.726413605282005,3.00045,-112.8274500196074
36.83005186654744,2.99933,-112.73886534402116
36.93456841816258,2.99822,-112.72273839654372
37.039084969777726,2.99711,-112.65068174850605
37.14360152139288,2.99602,-112.63813138869202
37.24811807300802,2.99501,-112.55281071758505
37.35175633427345,2.99396,-112.5256579698695
37.4562728858886,2.99294,-112.47501988610686
37.56078943750374,2.9919,-112.50783199851848
37.66530598911889,2.99085,-112.420118964624
37.76982254073402,2.98976,-112.39710902782085
37.87346080199947,2.98865,-112.38372860774204
37.97797735361462,2.98753,-112.29910519307526
38.08249390522975,2.98639,-112.25342066161528
38.18701045684489,2.98524,-112.20925019240488
38.29152700846004,2.98417,-112.19073262747855
38.39516526972547,2.98304,-112.17182972847048
38.499681821340616,2.98199,-112.08803199807464
38.60419837295576,2.98098,-112.04535508338554
38.708714924570906,2.9799,-112.02266315865482
38.812353185836336,2.97881,-111.97038480758906
38.916869737451485,2.97766,-111.941279848079
39.02138628906663,2.9765,-111.84026262935676
39.125902840681775,2.97531,-111.84352716502605
39.23041939229692,2.97412,-111.80161552755416
39.334057653562354,2.97302,-111.7170238293572
39.438574205177495,2.97189,-111.69993284790768
39.54309075679265,2.97085,-111.67963067744216
39.64760730840779,2.96981,-111.6010968597558
39.75212386002294,2.96887,-111.59862791707612
39.85576212128837,2.96791,-111.5428353520684
39.96027867290352,2.96686,-111.5118159237106
40.06479522451866,2.9658,-111.44946921076962
40.16931177613379,2.96474,-111.37401491653908
40.27382832774893,2.96371,-111.44964539827298
40.37746658901439,2.96263,-111.3724994694012
40.48198314062951,2.96152,-111.285825291385
40.58649969224465,2.96035,-111.2587081934748
40.691016243859806,2.95927,-111.20876184557052
40.79553279547495,2.95815,-111.19005550583483
40.89917105674038,2.95701,-111.12850631144718
41.00368760835552,2.95589,-111.08641516969628
41.10820415997068,2.9547,-111.05383832702852
41.21272071158582,2.95344,-110.999009957247
41.31723726320096,2.95217,-110.94474558793718
41.42087552446639,2.95085,-110.93899062168786
41.525392076081545,2.94965,-110.85004211256768
41.629908627696686,2.94852,-110.855121967941
41.73442517931183,2.94753,-110.80298965302222
41.838941730926976,2.94652,-110.79483453319868
41.942579992192414,2.94553,-110.7259433697038
42.04709654380756,2.94452,-110.66563199979284
42.1516130954227,2.94347,-110.6652577764354
42.25612964703783,2.94236,-110.59747604752864
42.35976790830328,2.94121,-110.55610975880334
42.46428445991841,2.93995,-110.49015672736796
42.56880101153355,2.9387,-110.48406236548672
42.6733175631487,2.93736,-110.36402732416684
42.77783411476385,2.93611,-110.3207750801144
42.88147237602928,2.93495,-110.37462799217695
42.98598892764442,2.93375,-110.23395615282224
43.09050547925957,2.93267,-110.23881175748242
43.19502203087472,2.93153,-110.20244758700292
43.29953858248986,2.93051,-110.14279223358449
43.40317684375529,2.92947,-110.11667152797064
43.50769339537044,2.9284,-110.0653400199243
43.61220994698559,2.9273,-110.01659144856475
43.71672649860073,2.92611,-109.98944635251472
43.82124305021587,2.92489,-109.94081340035078
43.92488131148131,2.92367,-109.89495602029598
44.029397863096456,2.92235,-109.81022776832592
44.1339144147116,2.92106,-109.79038613959344
44.23843096632674,2.91978,-109.71550382317022
44.34294751794187,2.9185,-109.69693483715446
44.44658577920732,2.91731,-109.6577410523066
44.551102330822445,2.91618,-109.59682485933976
44.65561888243759,2.91506,-109.59252222663508
44.76013543405274,2.91393,-109.51410730697788
44.86465198566789,2.91276,-109.44066421825067
44.968290246933314,2.91155,-109.40440695292126
45.072806798548456,2.91022,-109.4004391975716
45.17732335016361,2.90894,-109.33024739638208
45.28183990177875,2.90765,-109.30658630600443
45.38547816304418,2.90634,-109.23896099674452
45.489994714659325,2.90507,-109.22888628904582
45.59451126627448,2.90395,-109.17116583315727
45.69902781788962,2.90297,-109.09944447035264
45.80354436950476,2.90196,-109.05414620255684
45.907182630770194,2.90093,-109.0356183806045
46.01169918238535,2.89988,-108.97873157683694
46.11621573400049,2.89874,-108.9615529174184
46.22073228561563,2.8977,-108.91421419388874
46.32524883723078,2.8967,-108.88945024239923
46.42888709849622,2.8956,-108.84352257452436
46.53340365011136,2.89455,-108.76103886907596
46.63792020172649,2.89346,-108.76582611464164
46.74243675334163,2.89233,-108.72700719500584
46.846953304956784,2.89129,-108.64403134518106
46.950591566222215,2.89033,-108.58511113975636
47.05510811783736,2.88938,-108.59418643243455
47.1596246694525,2.88845,-108.59759129395826
47.26414122106765,2.88762,-108.52164761248036
47.3686577726828,2.88668,-108.48084448001416
47.47229603394823,2.88585,-108.4907139997648
47.57681258556337,2.88485,-108.44217423666616
47.68132913717852,2.88386,-108.42593204309084
47.785845688793664,2.88287,-108.37230317622152
47.890362240408805,2.88192,-108.35025923373448
47.99400050167424,2.88127,-108.28118183755385
48.098517053289385,2.88063,-108.22525158683244
48.20303360490453,2.87989,-108.23205170419396
48.30755015651968,2.87915,-108.21789615774996
48.41118841778511,2.87841,-108.1900819614918
48.515704969400254,2.87763,-108.12800926038456
48.6202215210154,2.87682,-108.12031336064275
48.72473807263052,2.87593,-108.09322951902097
48.82925462424568,2.87501,-108.02774372610683
48.93289288551112,2.87394,-108.02297787674804
49.03740943712625,2.873,-107.98764603293635
49.14192598874139,2.87207,-107.94542522707324
49.24644254035655,2.87139,-107.91169673918311
49.35095909197169,2.87096,-107.89190559879572
49.45459735323712,2.8705,-107.8964011862692
49.55911390485226,2.86999,-107.87360151217574
49.663630456467416,2.86941,-107.85905930051317
49.76814700808256,2.86877,-107.8250244930544
49.8726635596977,2.86815,-107.79628010721578
49.97630182096313,2.86753,-107.79564480080975
50.080818372578285,2.86685,-107.75195329740473
50.18533492419343,2.86617,-107.71280158723174
50.28985147580857,2.86543,-107.69405188278832
50.39436802742372,2.86462,-107.68625263181052
50.49800628868916,2.86371,-107.6221638780912
50.602522840304296,2.86292,-107.62687260871536
50.70703939191944,2.86211,-107.59823187132622
50.811555943534565,2.86145,-107.55622963750216
50.91607249514971,2.86088,-107.53118620418654
51.019710756415165,2.86027,-107.5028320469661
51.12422730803029,2.85975,-107.44802378335856
51.22874385964544,2.8592,-107.43730327825126
51.33326041126058,2.85865,-107.4437523043152
51.43689867252601,2.85796,-107.41420374740083
51.54141522414116,2.85732,-107.4353218636539
51.6459317757563,2.8565,-107.35842760185552
51.75044832737145,2.85556,-107.34567082729748
51.8549648789866,2.8547,-107.33680978125402
51.95860314025203,2.85392,-107.2334877986672
52.06311969186717,2.85312,-107.22417710028584
52.16763624348232,2.85232,-107.1986212962697
52.27215279509747,2.85162,-107.18313288344233
52.37666934671261,2.85094,-107.17650377764348
52.48030760797804,2.85029,-107.15026563793492
52.58482415959319,2.84935,-107.12123488693302
52.68934071120834,2.84858,-107.0877833735258
52.79385726282348,2.848,-107.04977032287668
52.89837381443861,2.84732,-107.02781180080116
53.00201207570406,2.84651,-106.99106458225408
53.10652862731919,2.84567,-106.97658709040212
53.21104517893433,2.84482,-106.97251737502845
53.31556173054948,2.84392,-106.88382365688472
53.419199991814914,2.84315,-106.89533773772438
53.523716543430055,2.84244,-106.83089661848382
53.6282330950452,2.84183,-106.76753582272212
53.73274964666035,2.84113,-106.82298406910483
53.83726619827549,2.84045,-106.7596964416043
53.94090445954093,2.83976,-106.7759631995554
54.04542101115607,2.83905,-106.67835152215358
54.14993756277122,2.83834,-106.67051923305468
54.25445411438636,2.83762,-106.6775542249294
54.358970666001504,2.83658,-106.61603437246576
54.462608927266935,2.83593,-106.6014668439082
54.56712547888209,2.83507,-106.5700361954416
54.67164203049723,2.83418,-106.52403543835167
54.77615858211237,2.83339,-106.4943429036516
54.88067513372752,2.83267,-106.4977333313517
54.98431339499296,2.8322,-106.48722708236468
55.0888299466081,2.83164,-106.40528996194436
55.19334649822323,2.83104,-106.38632412640642
55.29786304983837,2.83057,-106.37492709391644
55.40237960145352,2.83,-106.35887488297544
55.50601786271895,2.82939,-106.35473626783173
55.6105344143341,2.82873,-106.31114492852264
55.71505096594924,2.8279,-106.27726892158014
55.81956751756439,2.82707,-106.27110463865284
55.92320577882982,2.82623,-106.21986915584698
56.027722330444966,2.82549,-106.19116392313822
56.13223888206011,2.82485,-106.19390584372832
56.236755433675256,2.82426,-106.17440507772396
56.341271985290405,2.82368,-106.14277988408044
56.44491024655584,2.82318,-106.08113776938428
56.54942679817098,2.8227,-106.08987656584264
56.653943349786125,2.82218,-106.13904198855742
56.75845990140128,2.82154,-106.05966041059658
56.862976453016415,2.82095,-106.05710543094555
56.966614714281846,2.82023,-106.00328474757174
57.071131265896994,2.81956,-105.98790813759273
57.17564781751214,2.81877,-105.94484308426516
57.28016436912726,2.81802,-105.9478394701617
57.38468092074241,2.81715,-105.88128237767512
57.48831918200786,2.8164,-105.89138556411406
57.59283573362299,2.81569,-105.86291033351496
57.69735228523813,2.81506,-105.78937951622925
57.80186883685328,2.81453,-105.78815035204669
57.90638538846843,2.81406,-105.74112257386533
58.01002364973386,2.81344,-105.74184374017936
58.114540201349,2.8128,-105.74269182296212
58.21905675296414,2.81209,-105.6911046133278
58.3235733045793,2.81131,-105.6573442097717
58.42808985619444,2.8105,-105.62068155793789
58.53172811745987,2.80972,-105.61357832711876
58.63624466907501,2.80899,-105.60301363774585
58.74076122069017,2.80835,-105.57895305770526
58.84527777230531,2.80774,-105.5311629270135
58.94979432392045,2.80726,-105.53619965797934
59.05343258518588,2.80669,-105.51743336017202
59.15794913680104,2.8061,-105.45443903808508
59.26246568841618,2.80549,-105.4873992861089
59.366982240031305,2.80475,-105.40281864172292
59.47149879164645,2.804,-105.37906646490708
59.57513705291191,2.80321,-105.40255682512624
59.67965360452703,2.80253,-105.33268254276132
59.784170156142174,2.80177,-105.3058898059088
59.88868670775732,2.80107,-105.2459250754173
59.992324969022754,2.80039,-105.28058503343514
60.0968415206379,2.79983,-105.2338592241234
60.20135807225304,2.79928,-105.20256596415696
60.30587462386819,2.79873,-105.18897518018944
60.41039117548334,2.79819,-105.13859822057935
60.51402943674877,2.79762,-105.1702550105426
60.61854598836391,2.79701,-105.15793588279608
60.72306253997906,2.79628,-105.08716751596172
60.82757909159421,2.79554,-105.09117816490412
60.93209564320935,2.79473,-105.03156782351478
61.03573390447478,2.79395,-105.04112362181696
61.14025045608993,2.79323,-105.01493773476314
61.24476700770508,2.79262,-104.96639751635875
61.34928355932022,2.79207,-104.9377793450592
61.45380011093534,2.79155,-104.92617935372203
61.5574383722008,2.79104,-104.89289021055438
61.66195492381595,2.7905,-104.90259456499425
61.76647147543107,2.78994,-104.8656641744276
61.87098802704621,2.7893,-104.77281763813129
61.975504578661365,2.78862,-104.8151675263271
62.0791428399268,2.78787,-104.75171820838366
62.18365939154194,2.7871,-104.75098576060576
62.28817594315708,2.7862,-104.733017120473
62.39269249477224,2.78541,-104.70420179231232
62.497209046387376,2.78462,-104.65865734324466
62.600847307652806,2.78391,-104.6513373647712
62.70536385926795,2.78326,-104.58290170618986
62.8098804108831,2.78287,-104.6060829075033
62.914396962498245,2.78238,-104.55423383068285
63.018913514113386,2.78188,-104.58822044213431
63.12255177537882,2.78148,-104.55823111134352
63.22706832699397,2.78081,-104.5796454355841
63.33158487860912,2.78011,-104.55683621271795
63.436101430224255,2.77935,-104.45004137628702
63.54061798183939,2.77869,-104.45159544852656
63.64425624310484,2.77803,-104.3793539115873
63.74877279471997,2.77747,-104.37938957720182
63.85328934633511,2.77702,-104.39145391713367
63.95780589795026,2.77654,-104.35497427290348
64.0623224495654,2.77605,-104.33919108124262
64.16596071083083,2.7756,-104.31964480679946
64.27047726244598,2.77504,-104.3249202064928
64.37499381406113,2.7744,-104.27454336070916
64.47951036567628,2.77379,-104.26126411651684
64.5831486269417,2.77309,-104.21566272577792
64.68766517855684,2.77278,-104.19436878563369
64.792181730172,2.77222,-104.18559680244748
64.89669828178714,2.7716,-104.17456467535702
65.00121483340229,2.77098,-104.15914635431535
65.10485309466772,2.77046,-104.16500324897028
65.20936964628287,2.76998,-104.11367464982156
65.31388619789801,2.76951,-104.07937117720928
65.41840274951315,2.76905,-104.06383524184768
65.5229193011283,2.76855,-104.05554918368826
65.62655756239374,2.76799,-104.03800244753944
65.73107411400888,2.76742,-103.9658274674429
65.83559066562401,2.76679,-103.99377392052644
