specific_capacity_discharge,voltage_discharge,specific_power_discharge
47.50065455675811,3.06693,-368.85611064819017
47.8348571828808,3.06523,-368.7248686580752
48.16905980900348,3.06361,-368.5911683168327
48.50326243512615,3.06189,-368.31070826821633
48.83746506124883,3.06015,-368.1594168347369
49.17166768737151,3.05841,-368.0018751235229
49.50587031349419,3.05659,-367.72532730687607
49.84007293961687,3.05472,-367.59146405407
50.17392451256085,3.05284,-367.2710942526968
50.508127138683534,3.05096,-367.0449213588682
50.842329764806216,3.04907,-366.7778555153986
51.1765323909289,3.04722,-366.6311815411087
51.51073501705157,3.0454,-366.4487684395661
51.84493764317425,3.04364,-366.1612135087559
52.17914026929693,3.04182,-365.9299592153714
52.51334289541962,3.03997,-365.795384052416
52.84754552154229,3.03804,-365.42377782560936
53.181748147664976,3.03602,-365.19884010087577
53.51559972060895,3.03396,-365.0028083701019
53.84980234673163,3.0318,-364.748695312176
54.18400497285431,3.02963,-364.4906907952205
54.51820759897699,3.02755,-364.2737366748357
54.85241022509968,3.02554,-363.94127364934985
55.18661285122235,3.02357,-363.695514284459
55.52081547734504,3.02168,-363.5254538608846
55.855018103467714,3.01968,-363.1943973531288
56.1892207295904,3.01766,-363.0387738245675
56.52342335571307,3.01553,-362.7493690392528
56.85762598183575,3.01336,-362.4220679332673
57.19147755477974,3.01109,-362.1041474709248
57.52568018090241,3.00877,-361.9749684547845
57.859882807025095,3.00631,-361.7033299863904
58.19408543314777,3.00379,-361.3549625525312
58.52828805927045,3.0012,-361.0703159179885
58.86249068539313,2.99869,-360.78653186028345
59.196693311515816,2.99612,-360.5042069862892
59.5308959376385,2.99358,-360.2402006883833
59.86509856376117,2.99106,-359.871554647857
60.19930118988385,2.98843,-359.5607894175413
60.53315276282783,2.98578,-359.066484471218
60.86735538895051,2.983,-358.83018199071654
61.2015580150732,2.98006,-358.3578898610649
61.53576064119588,2.97708,-358.15680785033555
61.86996326731856,2.97395,-357.8512887964956
62.20416589344124,2.97078,-357.42554461559126
62.53836851956392,2.96757,-357.01571017246874
62.8725711456866,2.96444,-356.6447728515162
63.20677377180928,2.96132,-356.27240701527995
63.54097639793196,2.95818,-355.94772487946784
63.874827970875934,2.95499,-355.47836319782016
64.20903059699862,2.95161,-355.0661617997035
64.54323322312129,2.94807,-354.6343536239235
64.87743584924398,2.94434,-354.1651923151454
65.21163847536666,2.94039,-353.6138807004047
65.54584110148933,2.93621,-353.1549771671933
65.88004372761202,2.93181,-352.6168712201366
66.21424635373471,2.92723,-352.1829232937882
66.54844897985738,2.92259,-351.56631440100875
66.88230055280135,2.91791,-350.95983041887405
67.21650317892403,2.91322,-350.3463926669704
67.55070580504672,2.90842,-349.88492300017816
67.8849084311694,2.90346,-349.26217908238885
68.21911105729208,2.89826,-348.68281340308306
68.55331368341477,2.8928,-348.10087956813
68.88751630953742,2.88702,-347.2645160575808
69.2217189356601,2.8809,-346.5542233919687
69.5559215617828,2.87443,-345.7530370372674
69.8897731347268,2.86754,-344.95579661606195
70.22397576084946,2.86046,-343.9956447462774
70.55817838697213,2.85311,-343.17989057156075
70.89238101309482,2.84576,-342.386802539349
71.2265836392175,2.83844,-341.4831407720757
71.56078626534018,2.83111,-340.58733926310646
71.89498889146286,2.82371,-339.6913969715619
72.22919151758553,2.81611,-338.77142507589315
72.56339414370822,2.80823,-337.9271108638053
72.8975967698309,2.79998,-336.836685669716
73.23144834277488,2.79134,-335.83927576471183
73.56565096889756,2.78234,-334.6481413697823
73.89985359502023,2.77283,-333.5898230108915
74.23405622114292,2.76292,-332.3647618490491
74.5682588472656,2.75254,-331.15158446948243
74.90246147338827,2.7418,-329.791218694374
75.23666409951096,2.7307,-328.581352852802
75.57086672563364,2.71937,-327.13657944685315
75.90506935175632,2.70797,-325.83806985926395
76.239271977879,2.69656,-324.46004311941715
76.57312355082297,2.68504,-322.937163015651
76.90732617694566,2.67327,-321.6441906114744
77.24152880306832,2.66117,-320.18564462753966
77.57573142919102,2.64859,-318.5903756746744
77.9099340553137,2.6356,-316.925260197724
78.24413668143639,2.62205,-315.4214918457766
78.57833930755906,2.6081,-313.72490789490644
78.91254193368174,2.59361,-311.9458693095115
79.24674455980441,2.57868,-310.1860149114058
79.58094718592709,2.56343,-308.39761543290047
79.91479875887109,2.54815,-306.589923317371
80.24900138499376,2.53292,-304.7145760377759
80.58320401111644,2.5177,-302.9790396308913
80.91740663723914,2.50246,-301.0650504884583
81.25160926336179,2.48703,-299.21373258171354
81.58581188948449,2.47151,-297.3071709033582
81.92001451560715,2.45589,-295.45518522564413
82.25421714172984,2.44046,-293.48445820554065
82.58806871467384,2.42531,-291.81243457410966
82.92227134079648,2.4107,-289.96560321924545
83.25647396691919,2.39653,-288.27331163870065
83.59067659304185,2.38266,-286.60491990881246
83.92487921916454,2.36889,-285.00753448188965
84.25908184528723,2.3554,-283.4056510720925
84.5932844714099,2.34234,-281.7593563198035
84.92748709753259,2.32956,-280.1987958444656
85.26133867047655,2.31683,-278.77860598391493
85.59554129659924,2.30408,-277.12271257384856
85.92974392272193,2.29116,-275.64867956635777
86.2639465488446,2.27806,-274.01590686941296
86.5981491749673,2.26469,-272.38737870955106
86.93235180108996,2.25117,-270.76125002962
87.26655442721264,2.23758,-269.17788584807863
87.60075705333531,2.22408,-267.5229353705012
87.9346086262793,2.21096,-265.91378374698616
88.268811252402,2.19873,-264.47593962105566
88.60301387852466,2.18773,-263.25094773141376
88.93721650464734,2.17831,-262.0543910304501
89.27141913077001,2.17049,-261.1309129488922
89.6056217568927,2.16378,-260.29984440348755
89.93982438301536,2.15799,-259.5236794562143
90.27402700913808,2.15272,-258.9437676357553
90.60822963526071,2.14774,-258.45385412331336
90.94208120820473,2.14303,-257.7481260828258
91.2762838343274,2.13864,-257.2820226842652
91.61048646045008,2.13448,-256.7580990452268
91.94468908657277,2.13063,-256.2462424774008
92.27889171269544,2.12725,-255.91608778847063
92.61309433881812,2.12436,-255.6317700910373
92.94729696494082,2.12196,-255.29657591493051
93.28149959106348,2.11989,-255.03065241128263
93.61570221718615,2.118,-254.7925715398916
93.94990484330884,2.11618,-254.6116045948975
94.28410746943152,2.11432,-254.3985039376525
94.61795904237552,2.11237,-254.11315438230903
94.95216166849816,2.11043,-253.9347200880053
95.28636429462088,2.10836,-253.6371556572488
95.62056692074351,2.1063,-253.42101313741
95.95476954686625,2.10429,-253.10976861418928
96.28897217298888,2.10232,-252.86244972812983
96.62317479911158,2.10047,-252.742401638026
96.95737742523428,2.09888,-252.42986097409243
97.29158005135696,2.09758,-252.33395208663435
97.62578267747963,2.09647,-252.25288180799276
97.9599853036023,2.09543,-252.1338370532899
98.29418792972498,2.09437,-251.96473643887535
98.62839055584766,2.0932,-251.86154295011568
98.96224212879164,2.09197,-251.7029695591863
99.29644475491436,2.09053,-251.51517976184272
99.630647381037,2.08893,-251.23318602521863
99.96485000715968,2.08724,-251.02782141832697
100.29905263328236,2.08563,-250.80097911818316
100.63325525940505,2.08417,-250.743675971876
100.96745788552772,2.08292,-250.5953960624129
101.3016605116504,2.08197,-250.49978323452973
101.63586313777309,2.08128,-250.3959839776727
101.97006576389578,2.08065,-250.32439674137575
102.30426839001844,2.07994,-250.1745752110861
102.63847101614112,2.07908,-250.09819815466736
102.9726736422638,2.07805,-250.06332556750212
103.30687626838647,2.07692,-249.8921741405781
103.64107889450918,2.07567,-249.69009853448844
103.97493046745316,2.07429,-249.59225139789712
104.3091330935758,2.0729,-249.33618915145925
104.64333571969853,2.07157,-249.1555293052583
104.97753834582116,2.07032,-249.11664798048145
105.31174097194388,2.06937,-248.91786411256595
105.64594359806654,2.06867,-248.91810743159635
105.98014622418924,2.06807,-248.83362690526556
106.3143488503119,2.06745,-248.7713077530268
106.64855147643458,2.06674,-248.6054277607143
106.98275410255728,2.06591,-248.5283028064212
107.31695672867994,2.06487,-248.444422271397
107.65115935480264,2.06381,-248.25115616873848
107.9853619809253,2.06268,-248.1501620435897
108.319564607048,2.06165,-248.03015641435087
108.65376723317068,2.0608,-247.95263778523167
108.98796985929336,2.06037,-247.783726264348
109.32182143223731,2.06016,-247.82017691250243
109.65602405836,2.06003,-247.82302347255796
109.99022668448268,2.05984,-247.85769724258088
110.32442931060535,2.0595,-247.783990504182
110.65863193672806,2.05903,-247.77662482560413
110.9928345628507,2.05845,-247.61655924325908
111.3270371889734,2.05784,-247.52679639348955
111.66123981509608,2.05706,-247.51694442135528
111.99544244121876,2.05619,-247.34885543786876
112.32964506734145,2.05533,-247.2555322386365
112.66384769346412,2.05462,-247.1189662288118
112.9980503195868,2.05412,-247.12243033170964
113.3319018925308,2.05393,-247.08918928413223
113.66610451865348,2.05388,-247.00945705226405
114.00030714477616,2.05396,-247.08267477414665
114.33450977089882,2.05393,-247.1117722148171
114.66871239702152,2.05366,-247.0445097284461
115.00291502314418,2.05332,-247.03007819064487
115.33711764926689,2.05278,-246.9775646382409
115.67132027538952,2.05209,-246.8330842760471
116.00552290151222,2.05139,-246.9104002145032
116.33972552763493,2.05066,-246.7020258946082
116.67357710057888,2.05004,-246.65593664149284
117.0077797267016,2.04979,-246.6157542585905
117.34198235282425,2.04988,-246.55715376338588
117.67618497894692,2.0502,-246.51376658989685
118.0103876050696,2.05057,-246.6707257665553
118.34459023119229,2.05076,-246.73660434316156
118.67879285731496,2.05083,-246.6898205772498
119.01299548343763,2.05071,-246.70596774479395
119.34719810956034,2.05036,-246.5881979559784
119.681400735683,2.04982,-246.56625746735477
120.01560336180567,2.04919,-246.5272512256402
120.34980598792836,2.04849,-246.4735865108864
120.68365756087236,2.04777,-246.30724737808745
121.01786018699504,2.04722,-246.2310026722276
121.35206281311773,2.04696,-246.1914527891393
121.6862654392404,2.04689,-246.2280448189062
122.02046806536303,2.04677,-246.21981762760316
122.35467069148577,2.04662,-246.2017731122721
122.68887331760844,2.04637,-246.22678465833567
123.02307594373111,2.04601,-246.02832433493137
123.3572785698538,2.04545,-246.05068580385893
123.69148119597646,2.04492,-245.99106615943091
124.02533276892044,2.04436,-245.97459946749623
124.35953539504312,2.044,-245.91501066463468
124.6937380211658,2.04377,-245.90154515511097
125.0279406472885,2.04374,-245.87753102358556
125.36214327341116,2.0437,-245.80556564319565
125.69634589953388,2.04359,-245.8127385228061
126.03054852565651,2.04332,-245.7740640440385
126.36475115177922,2.04295,-245.78248798997615
126.69895377790188,2.04248,-245.6322433448388
127.03315640402457,2.04193,-245.6597741997465
127.36700797696857,2.0414,-245.65921879626572
127.7012106030912,2.04098,-245.47222774923668
128.0354132292139,2.04083,-245.4990647801144
128.36961585533658,2.04092,-245.53439454004285
128.70381848145928,2.04122,-245.5480430781623
129.03802110758193,2.04144,-245.56625206836696
129.37222373370463,2.0416,-245.6546467779612
129.7064263598273,2.04149,-245.5539484785859
130.04062898594998,2.04133,-245.54708651568257
130.37483161207263,2.04089,-245.46965692193447
130.70903423819536,2.04038,-245.36344837180607
131.04323686431803,2.0397,-245.32859093623645
131.37708843726202,2.03914,-245.31612704335743
131.7112910633847,2.03868,-245.2708355510079
132.04549368950737,2.03842,-245.2233256345449
132.37969631563007,2.03838,-245.226757086127
132.71389894175277,2.0384,-245.26162219796583
133.04810156787542,2.03835,-245.1538522183437
133.38230419399807,2.0382,-245.2130873997215
133.71650682012077,2.03795,-245.16472387681264
134.05070944624345,2.03753,-245.0899928910557
134.38456101918743,2.03703,-245.0581671850002
134.7187636453101,2.03646,-244.93683517251915
135.05296627143278,2.03594,-244.82154518895476
135.38716889755548,2.03553,-244.8229206995616
135.72137152367816,2.03535,-244.7950978203652
136.05557414980083,2.03532,-244.86454071600303
136.38977677592354,2.03518,-244.8376666787843
136.7239794020462,2.03502,-244.79604322988536
137.0581820281689,2.0347,-244.75137843401947
137.39203360111284,2.0343,-244.6243353821285
137.72623622723552,2.03378,-244.64482528587823
138.06043885335822,2.03328,-244.56849119078583
138.3946414794809,2.03281,-244.5890297391321
138.72884410560357,2.0324,-244.49115305888824
139.06304673172625,2.03202,-244.35607216451095
139.39724935784895,2.03173,-244.43879873662337
139.73145198397162,2.03135,-244.33634550106376
140.06565461009427,2.03096,-244.3623297924564
140.39950618303828,2.03053,-244.328812562216
140.73370880916096,2.02999,-244.31437568995105
141.06791143528366,2.02945,-244.15833488399485
141.4021140614063,2.029,-244.1082992196704
141.73631668752898,2.02877,-244.064475162326
142.07051931365166,2.0287,-244.08246173661072
142.40472193977433,2.02878,-244.11029099289877
142.73892456589704,2.02883,-244.0878465775475
143.0731271920197,2.02878,-244.10208633752472
143.4073298181424,2.02856,-244.0615157937186
143.7411813910864,2.02819,-243.98060252726205
144.07538401720907,2.02774,-243.95875916101093
144.40958664333175,2.02715,-243.85754550644185
144.7437892694544,2.02646,-243.76019970580583
145.0779918955771,2.02583,-243.7169327150917
145.4121945216998,2.02538,-243.6384788360718
145.74639714782245,2.02536,-243.6683243528113
146.08059977394512,2.02559,-243.7203146134113
146.4148024000678,2.02595,-243.7190794670648
146.74900502619047,2.02614,-243.7823939839719
147.08320765231318,2.02629,-243.8106850106965
147.41741027843588,2.02624,-243.65307273568737
147.75161290455853,2.02607,-243.7842137994176
148.08546447750254,2.02567,-243.64904349432328
148.4196671036252,2.02515,-243.56832601317345
148.75386972974786,2.02449,-243.55956217558227
149.08807235587057,2.02369,-243.50167970601373
149.42227498199327,2.02287,-243.4091482936052
149.75647760811594,2.02216,-243.28129220676487
150.09068023423856,2.02169,-243.2410995820967
150.4248828603613,2.02154,-243.2028692640957
150.75908548648394,2.0217,-243.21189815413877
151.09328811260664,2.02187,-243.2203397274394
151.4274907387293,2.02192,-243.1959465709584
151.761693364852,2.0218,-243.17154798522924
152.095544937796,2.02152,-243.2244780782378
152.42974756391865,2.02112,-243.04940360381704
152.76395019004133,2.02058,-243.07716138511628
153.09815281616403,2.01993,-243.0331730601601
153.4323554422867,2.01912,-242.9640401738271
153.7665580684094,2.01827,-242.8416079601223
154.10076069453206,2.01751,-242.73614007898135
154.43496332065473,2.01701,-242.617608790104
154.7691659467774,2.01692,-242.6269199037332
155.10336857290008,2.01715,-242.7048082891615
155.43757119902276,2.01747,-242.7111851659399
155.77177382514546,2.01768,-242.75251369773144
156.10597645126813,2.0178,-242.73074010793337
156.4401790773908,2.01773,-242.64377978646175
156.77438170351348,2.01751,-242.68183121604775
157.1082332764575,2.01709,-242.67948986420447
157.44243590258017,2.01658,-242.57582519987236
157.77663852870282,2.0159,-242.5302045378759
158.11084115482552,2.01509,-242.43682917817932
158.44504378094825,2.01422,-242.31612190456903
158.7792464070709,2.01334,-242.23442771863157
159.11344903319355,2.01263,-242.1187360907723
159.4476516593162,2.01214,-242.00969362103035
159.78185428543892,2.01198,-242.05656045721744
160.1160569115616,2.012,-242.08515691832187
160.45025953768427,2.01202,-242.00517746483527
160.78446216380692,2.01192,-241.99721772971532
161.1183137367509,2.01169,-241.9977730902272
161.45251636287364,2.0113,-241.972717772747
161.78671898899628,2.01077,-241.93309660297476
162.120921615119,2.01013,-241.85812498627192
162.45512424124166,2.00936,-241.73754532905767
162.78932686736437,2.00848,-241.60756242781815
163.12352949348704,2.00767,-241.51418414370823
163.45773211960966,2.00702,-241.4519715657381
163.7919347457324,2.00668,-241.46305681380744
164.12613737185507,2.00655,-241.4372705193564
164.46033999797774,2.00662,-241.35972456201108
164.7945426241004,2.00662,-241.4279415951144
165.1283941970444,2.00652,-241.36772938920973
165.4625968231671,2.00628,-241.3089402478563
165.79679944928975,2.00589,-241.2719188992896
166.13100207541245,2.00528,-241.2586089043582
166.46520470153513,2.00455,-241.19484804158915
166.79940732765783,2.00367,-241.0228722283412
167.13360995378048,2.00283,-241.0238337625764
167.46781257990315,2.00211,-240.8731724744673
167.80201520602583,2.00168,-240.77565164124397
168.13621783214853,2.00164,-240.86266666466443
168.4704204582712,2.00182,-240.79628661561352
168.80462308439385,2.00198,-240.82767721344064
169.13882571051656,2.00202,-240.78644053274743
169.47302833663923,2.0019,-240.8580273823241
169.8072309627619,2.00166,-240.70519749255175
170.1410825357059,2.0012,-240.65595104829052
170.4752851618286,2.00058,-240.62740778775077
170.8094877879513,1.99978,-240.50313164545955
171.14369041407394,1.9989,-240.3715314601997
171.47789304019662,1.998,-240.3847599064606
171.8120956663193,1.99718,-240.2124021438436
172.146298292442,1.99666,-240.24549414617715
172.48050091856467,1.99649,-240.13723360442188
172.81470354468732,1.99653,-240.22379639271227
173.14855511763133,1.99669,-240.23901025785824
173.482757743754,1.99682,-240.24279092913844
173.81696036987668,1.99686,-240.16205290253112
174.15116299599936,1.99668,-240.11643215206925
174.48536562212203,1.99638,-240.0922129362597
174.81956824824476,1.99589,-240.0731374236605
175.1537708743674,1.9952,-240.0857071173679
175.48797350049009,1.99442,-239.85851234452667
175.82182507343404,1.99348,-239.76738172108145
176.15602769955672,1.99252,-239.71335932807327
176.49023032567942,1.9917,-239.60690490479203
176.8244329518021,1.99107,-239.53891471972523
177.1586355779248,1.99077,-239.49502338570716
177.49283820404744,1.99068,-239.52394585066088
177.82704083017015,1.99068,-239.4801708549641
178.16124345629282,1.99061,-239.44206435945728
178.4950950292368,1.99042,-239.43304517912395
178.82929765535948,1.99014,-239.29221902312813
179.1635002814822,1.98967,-239.3091309614263
179.49770290760486,1.98903,-239.22411055476505
179.83190553372754,1.98821,-239.17900786653811
180.16610815985015,1.98731,-239.0350751241336
180.50031078597289,1.98643,-238.988725359369
180.8345134120956,1.98566,-238.87626140809573
181.16836498503957,1.98512,-238.8371394473177
181.50256761116225,1.98484,-238.8270307940861
181.8367702372849,1.9847,-238.7647859439377
182.1709728634076,1.98462,-238.75917476048105
182.50517548953027,1.9844,-238.6692586658887
182.83937811565292,1.98405,-238.62139612254583
183.1735807417756,1.98361,-238.54867312067023
183.5074323147196,1.98298,-238.6152543602637
183.84163494084228,1.98224,-238.46082483910985
184.17583756696496,1.98142,-238.3721963407364
184.5100401930876,1.98065,-238.33688411970564
184.84424281921036,1.97991,-238.237829177632
185.178445445333,1.9794,-238.06214131950665
185.5126480714557,1.979,-238.0908154077367
185.8468506975784,1.97888,-238.1078896042182
186.18070227052235,1.9788,-238.0154874726191
186.51490489664505,1.9787,-238.00145866723716
186.84910752276767,1.97847,-237.99554711846807
187.1833101488904,1.97804,-237.8748259380968
187.51751277501307,1.97748,-237.9336872217209
187.85171540113572,1.9768,-237.8221391603273
188.1859180272584,1.97595,-237.75933410934576
188.52012065338107,1.97507,-237.5728234332357
188.85397222632508,1.97427,-237.4311846214281
189.18817485244776,1.97365,-237.4374364384605
189.52237747857043,1.97328,-237.39092901065823
189.8565801046931,1.97321,-237.388492763243
190.1907827308158,1.97325,-237.3636290529749
190.5249853569385,1.97323,-237.4143401392621
190.8591879830612,1.97317,-237.31859560661744
191.19339060918384,1.97294,-237.25752151769652
191.52724218212785,1.9725,-237.29509863497975
191.86144480825047,1.97194,-237.1529660573277
192.1956474343732,1.9712,-237.183796889066
192.52985006049587,1.97035,-237.12684103138372
192.86405268661852,1.96941,-236.90569503231404
193.1982553127412,1.96856,-236.88007197422095
193.5324579388639,1.968,-236.7360822904291
193.86666056498655,1.9676,-236.7192968146856
194.20051213793056,1.96745,-236.7052288317688
194.53471476405323,1.96732,-236.6602503148426
194.8689173901759,1.9672,-236.72213903108997
195.20312001629864,1.96692,-236.64743004035927
195.5373226424213,1.96645,-236.50638638838376
195.87152526854396,1.96585,-236.47745293223585
196.20572789466664,1.96506,-236.34715703029707
196.5399305207893,1.9641,-236.28655014485216
196.874133146912,1.96308,-236.19510102068745
197.207984719856,1.96211,-236.06475360913703
197.54218734597868,1.96144,-235.9685280205984
197.87638997210135,1.9611,-236.00966050421468
198.21059259822405,1.96119,-235.91490600682985
198.5447952243467,1.96148,-236.0377916120338
198.87899785046935,1.96181,-235.94064429110773
199.2132004765921,1.96209,-236.103509939885
199.54740310271475,1.96222,-236.03880647194904
199.8812546756587,1.9622,-236.00515501189173
200.2154573017814,1.96199,-236.0366787033871
200.5496599279041,1.96152,-235.90180059066589
200.8838625540268,1.96085,-235.8427826954785
201.21806518014944,1.95996,-235.79815715550248
201.5522678062721,1.95892,-235.6477854159148
201.88647043239484,1.95776,-235.52185161146664
202.2206730585175,1.95657,-235.35718013235984
202.55487568464017,1.95565,-235.25244436686577
202.88907831076284,1.95509,-235.1751965707805
203.22292988370685,1.95488,-235.18501790861015
203.5571325098295,1.95492,-235.1646299397506
203.89133513595215,1.95507,-235.09496057394992
204.22553776207488,1.95512,-235.1946187603294
204.55974038819755,1.95501,-235.1403720822538
204.89394301432023,1.95486,-235.16902383170637
205.2281456404429,1.95446,-235.09373363340129
205.5623482665656,1.95388,-235.0785393443848
205.89655089268825,1.95313,-235.00582934439552
206.23075351881096,1.95224,-234.8617337991134
206.56495614493363,1.95117,-234.7155011281576
206.8988077178776,1.95007,-234.67633431794889
207.2330103440003,1.94889,-234.52866526839887
207.567212970123,1.94795,-234.3631096395345
207.90141559624567,1.94728,-234.2689648785521
208.2356182223683,1.94695,-234.1379779961142
208.569820848491,1.94687,-234.14188969476368
208.9040234746137,1.94681,-234.1966748642629
209.2382261007364,1.94671,-234.17111380398669
209.57242872685904,1.94655,-234.1462092151205
209.9066313529817,1.9462,-234.1466594092274
210.2404829259257,1.94561,-234.06412013732583
210.5746855520484,1.94488,-233.97629842192535
210.90888817817105,1.944,-233.80630839279817
211.24309080429376,1.943,-233.7557751864205
