2Theta (degrees),Intensity
19.94857199001834,34.4429099876677
19.998105442126462,34.702191908903785
20.358635969328958,33.540963653881334
27.23343194834265,100.0
27.249091784609778,99.93433718446457
27.253870534244353,99.66550953776553
27.30251672045402,99.34828840716312
27.516450041900324,98.87046242655651
27.580154789921476,98.95355606946825
34.7272761718077,25.60218381534154
35.37689525277639,22.855703672577324
35.464475460237225,21.31578470902261
37.21696449063117,0.4759120243078345
39.54788936230297,34.34052448527654
39.57164097106131,34.253067077084914
40.11357993401779,32.27522287196012
40.17040050138187,32.16629797379417
40.18057599323269,31.341909259432324
40.26073034227258,31.17623693762891
40.536071726166064,12.051387022222832
40.64009481636256,11.859610326956677
41.3980504335032,11.293105025418734
42.56798297689116,8.919421812518292
42.5706331406125,8.747966217269655
42.58917156652236,8.77149166329217
42.636505144227485,8.623959407800289
42.743586091957994,7.949499561343119
42.830335162193435,7.505210875452235
44.82934394637143,24.66732502133024
44.84967544531048,24.75415949448841
44.9038375235817,24.340993732225044
44.96696880030064,24.394869317994925
45.59421153196499,22.347711502704897
45.67663703404297,22.386251110781252
51.79420883068515,47.743361064441764
51.832699797658904,47.639876922362326
52.240270945347675,47.42660288716464
52.28532804646142,48.354435783922675
52.33288181785298,47.20727778133231
52.41606975851847,47.96017547924091
54.26477132844902,3.6221158011065757
54.32727950859525,3.298918584248833
55.02718352125736,3.8538671439290964
55.1922045285335,3.9224699752742027
55.54281751382593,2.6986436180612956
55.645354771175555,2.6907812878974413
56.1791465104362,1.3035541565056228
56.21365213208237,1.3206365505935151
56.22418273180088,1.358743972443066
56.33140434808123,1.3545183528438622
56.80344568415859,1.6841908104688785
56.94417071251788,1.7673376664744906
57.77824138777595,10.926588461281327
57.78764866679734,10.911600130313353
57.82081785468362,11.015935926870814
57.8650210642656,10.984484439019791
58.48930774111411,10.285285051165394
58.540668682657326,10.130513942590014
58.63022828113063,10.23065459987297
58.71691962700128,10.0401995368168
58.97214707124267,10.561743552464348
59.0492464992784,10.415624038195636
59.06200305195527,10.515844034277855
59.15665044229058,10.369252067380081
61.178853140548995,8.857191700488306
61.18543952999606,8.74391601846647
61.20997979076264,8.677640425987091
61.255167045363926,8.767479481282967
61.30844582133332,8.898829008569875
61.40915883607345,8.845701899484917
62.6133365303958,40.54655210626079
62.78470321896808,40.21373867543511
64.03636937114038,37.89892951745951
65.8411088063023,0.0041393376688390405
65.86467523432161,0.004292712506193809
65.98305717130192,0.01229465236968456
66.05626106404883,0.012111413459826583
67.19104910558728,0.007612402368722323
67.28690321946154,0.008741220380251371
67.63347203974305,1.2259628262625357
67.65068367912919,1.1628255939499401
67.65649873882421,1.2462341341482173
67.737394793751,1.3035940395121428
68.26569191026444,1.1545051123520722
68.35996375948571,1.1495679413481021
68.3787952794431,1.092059245947178
68.5380240495067,1.076958751555773
68.65035239755836,4.257232560543424
68.69733041237019,1.0790475661559256
68.69906895195373,4.237089971048089
68.77187823966257,1.0775902393479901
68.83914542887275,1.0839794628733657
68.94604342486728,1.090214635088413
69.01584300809563,4.098776286388056
69.04590259872782,4.000869501272226
69.13349660880058,4.086583551105953
69.212081402037,3.9825600287512706
72.41251262326176,5.16308280423289
72.43590264613167,5.168419561365851
72.4576245878683,5.161288554192308
72.57616037873458,5.137466058695564
72.93444212673073,4.887144492258772
73.11927231861691,4.790700593057094
73.29214987364625,2.982806141897542
74.84416113708527,2.9871475719741425
75.05441090493757,3.2072794455142772
75.12451376245876,0.5856011734507793
75.16900919440936,0.5784952341134638
75.23508928598059,0.5772676097974334
75.37338400358595,0.5739906545032237
76.2996853125722,2.400603873868282
76.33082323162999,2.3955470741202163
76.36745919899933,0.5282954828642682
76.54929347908528,0.5188203499651285
76.92617309910513,0.4014566227320794
77.06509426919725,0.37021040660704974
77.80893551638717,2.4354162796733756
77.81829978059454,0.44285537995905017
77.88387784701018,2.435022732094189
78.00111194304363,2.548958604961803
78.07781673670884,0.4859150880931007
78.1069200277872,2.543963615331149
78.9721645886094,0.5650621445411496
79.09280654813017,0.5464587848964854
79.31534301886117,18.44684267881377
79.90382605768042,3.903203958271851
79.90462926998839,3.955538296195607
80.01136874785264,3.9027692664421614
80.07199940689695,3.8494720881303155
80.76146279596043,3.871028471707708
80.81309635820047,3.9209353422056603
80.99552903717729,3.807052129649141
81.09306662613801,3.83649399181256
81.88227593439585,3.4290851122359385
81.97878928300638,3.3969198837353702
81.99425754832671,3.4091913028471525
82.10601633686117,3.3858315240939567
82.75928348779938,3.518913837653923
82.7659007335297,3.5281490632070063
82.76809595865991,0.5906951796241854
82.78153688918397,0.5815461721830892
82.78335143203613,3.5438215038592995
82.81043746178904,0.6256806793976523
82.85798257764415,0.6254421581326804
82.87899109848892,0.5814591362839202
82.87905370295519,3.4954136757061196
82.99774474461677,0.6171956241398387
83.33154850724742,3.3569114940370293
83.42213028387816,3.3538535922006725
83.46382402777834,3.346803597404591
83.64571289616805,3.3400544504359373
83.72445773518085,3.528847496341456
83.7867356341909,3.458729860944219
83.92389884954784,3.5390948068231145
84.03178360763621,3.4655219035893934
85.16016422181566,9.434407090118679
85.2208859851329,9.410328961519916
86.61328856407542,8.778006159002256
86.76005919208545,8.746407992787791
86.78635898477626,8.418353003515326
86.99369766311605,8.378278870293274
87.70825870285391,0.17551228201233568
87.97916721074934,0.18807040467820718
88.70666505043916,1.0898248443027427
88.70824700388734,1.077864466963942
88.78311520396245,1.1440098173523336
88.90257395586242,1.1569884819107341
89.52713094688076,0.9245962733943678
89.5528335639884,1.9932018986298794
89.61334312833971,1.9893261690877542
89.62906877599885,0.8863804937868113
89.73555105849726,0.8886583959401099
89.86560934352418,0.0013335781108328578
89.88291717183176,1.9030305563194434
89.90342255818743,1.8236441722503816
89.92824897018423,0.8485242615728533
89.93012241444444,0.0018849095857098389
89.94981599700975,0.003972909713541927
89.96938772800834,0.16960605172085416
